PDB ID	Entry	Cross-reference (ChEMBL)	Cross-reference (BindingDB)	Protein names
5t8q,5t8p,5t8o,4g3f,4g3e,4g3g,6g4y,6g4z	Q9WUL6			Mitogen-activated protein kinase kinase kinase 14 (EC 2.7.11.25) (NF-kappa-beta-inducing kinase) (Serine/threonine-protein kinase NIK)
6f5m,5a8z,1b0f,5a0a,5abw,5a8x,3q77,5a0b,5a09,5a0c,5a8y,1h1b	P08246	CHEMBL248;	P08246;	Neutrophil elastase (EC 3.4.21.37) (Bone marrow serine protease) (Elastase-2) (Human leukocyte elastase) (HLE) (Medullasin) (PMN elastase)
1tbz	P28505			Hirudin-2' (Hirudin II')
6da4,4qps,6dud,6gl9,6glb,4hvi,5tts,6db3,6db4,5ttu,4i6q,5ttv,3pjc,6gla,3zep,4hvh,4hvg,5lwn,4qt1,3lxl,4z16,5w86,4hvd,5lwm,5wfj,4rio,5vo6,6aak,3zc6,5toz,3lxk	P52333	CHEMBL2148;	P52333;	Tyrosine-protein kinase JAK3 (EC 2.7.10.2) (Janus kinase 3) (JAK-3) (Leukocyte janus kinase) (L-JAK)
4yur	O00444	CHEMBL3788;	O00444;	Serine/threonine-protein kinase PLK4 (EC 2.7.11.21) (Polo-like kinase 4) (PLK-4) (Serine/threonine-protein kinase 18) (Serine/threonine-protein kinase Sak)
6bqg,6bqh	P28335	CHEMBL225;	P28335;	5-hydroxytryptamine receptor 2C (5-HT-2C) (5-HT2C) (5-HTR2C) (5-hydroxytryptamine receptor 1C) (5-HT-1C) (5-HT1C) (Serotonin receptor 2C)
5ndd,6iiv,4ntj,5iu8,5uig,6iiu,4zud,4yay,6ds0,6aqf,5iua,6bqg,5iu7,5tvn,5dhg,5dhh,6drx,4n6h,5iu4,5xjm,6dry,5iub,5unh,5unf,5ung,4ea3,6bqh,6drz	P0ABE7			Soluble cytochrome b562 (Cytochrome b-562)
6ds0,5tvn,6drx,6dry,6drz	P41595	CHEMBL1833;	P41595;	5-hydroxytryptamine receptor 2B (5-HT-2B) (5-HT2B) (Serotonin receptor 2B)
1lrt,1me7,1me8,1pvn	P50097			Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205)
3d7m,3ah8	P10824			Guanine nucleotide-binding protein G(i) subunit alpha-1 (Adenylate cyclase-inhibiting G alpha protein)
3ah8	P21279			Guanine nucleotide-binding protein G(q) subunit alpha (Guanine nucleotide-binding protein alpha-q)
4mk0,1xhm,3pvu,6c2y,5wg4,5wg5,3pvw,3krw,3krx,5wg3,3ah8	P62871			Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 (Transducin beta chain 1)
4mk0,1xhm,3pvu,4pnk,6c2y,5wg4,5wg5,3pvw,3krw,3krx,5wg3,3ah8	P63212			Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2 (G gamma-I)
3sv9,3su5,3su6,3sv7,3sug,3su1,3su0,3su2,3sv6,3suf,3sv8,4nwk,3sue,3su3,3sud	A8DG50			Core protein precursor (EC 2.7.7.48) (EC 3.4.21.98) (EC 3.6.1.15) (EC 3.6.4.13) (Envelope glycoprotein E1) (Envelope glycoprotein E2) (Genome polyprotein) (Gp32) (Hepacivirin) (Mature core protein) (NS1) (NS3 helicase) (NS3 protease) (NS3P) (NS5B) (Non-structural protein 4A) (Non-structural protein 4B) (Non-structural protein 5A) (Protease NS2) (RNA-directed RNA polymerase) (Serine protease/helicase NS3) (Viroporin p7) (Viroporin p70) (gp35) (gp68) (gp70) (p21) (p23) (p27) (p56/58) (p68) (p8)
2vcw,3ee2,2vd0,3vi5,4edy,2vcq,4ec0,2cvd,5aiv,5ais,2vd1,3vi7,2vcx,5aix,4edz,4ee0,5ywx	O60760	CHEMBL5879;	O60760;	Hematopoietic prostaglandin D synthase (H-PGDS) (EC 5.3.99.2) (GST class-sigma) (Glutathione S-transferase) (EC 2.5.1.18) (Glutathione-dependent PGD synthase) (Glutathione-requiring prostaglandin D synthase) (Prostaglandin-H2 D-isomerase)
3zpr,3zpq,6h7m,6h7n,6h7j,6h7l,6h7o	P07700			Beta-1 adrenergic receptor (Beta-1 adrenoreceptor) (Beta-1 adrenoceptor) (Beta-T)
6h7m,6h7n,6h7j,6gdg,6h7l,6h7o	P0AA25			Thioredoxin 1 (Trx-1)
2d0k,1dhj,1dhi,2drc	P0ABQ4	CHEMBL1809;CHEMBL2364669;	P0ABQ4;	Dihydrofolate reductase (EC 1.5.1.3)
5u6b	P30530	CHEMBL4895;	P30530;	Tyrosine-protein kinase receptor UFO (EC 2.7.10.1) (AXL oncogene)
1ppw,1q54,1nfs,2vnp	Q46822			Isopentenyl-diphosphate Delta-isomerase (IPP isomerase) (EC 5.3.3.2) (IPP:DMAPP isomerase) (Isopentenyl pyrophosphate isomerase)
4e5d,5wys,3ies	P08659	CHEMBL5567;	P08659;	Luciferin 4-monooxygenase (Luciferase) (EC 1.13.12.7)
4hpy	G9HS63			Envelope glycoprotein gp160 (Env polyprotein) [Cleaved into: Surface protein gp120 (SU) (Glycoprotein 120) (gp120); Transmembrane protein gp41 (TM) (Glycoprotein 41) (gp41)]
4hpy	Q6N089			Uncharacterized protein
4hpy	Q8N5F4			IGL@ protein
2vtm,1wcc,2vta,3tiz,3ti1,2vth,3r9h,3r9o,3rpr,3rzb,4cfu,2vtl,3rmf,2exm,3r9d,3my5,4i3z,3r8z,2uze,4ez3,1h00,3pxf,3pxq,1v1k,3s0o,1h08,2uzo,2c69,4cfv,3wbl,1h01,1ol1,2r3h,1urc,4cfm,1pxi,3s1h,3tiy,1p5e,3qqk,3unk,2clx,1h0w,1pxj,1e1v,1h1p,3s00,2c6i,3unj,3ezr,4cfx,4eok,3rni,2c5o,3pxy,3pxz,3rjc,1okw,1w0x,3r8u,3rpy,3sqq,2v22,3rk5,3lfn,3qtq,3qts,1h07,1h26,1oiq,3r8v,1h27,3lfs,5jq5,1h1r,1pxk,1jsv,5jq8,2vtj,1h25,2c68,1jvp,2i40,2vtr,3r9n,5cyi,1e1x,2c4g,3ezv,1di8,1h1q,1ke8,2r3i,3qtr,1pxl,2r3p,4eoi,4eol,4eon,4eop,4eos,2vtn,2r3g,2uue,2c6k,6guk,1okv,1ke9,2vti,3qtw,2uzl,2b53,2r3o,1ke5,1ykr,4bcp,1ol2,3rk9,4cfw,1h24,2r3f,4eor,3eid,2a4l,1pye,3rkb,2c6m,1h28,4nj3,1vyz,2c6l,1b38,2c5x,2c5y,3eoc,6guf,1pxp,2c5n,1oiu,3ddq,4acm,5l2w,3rk7,2uzd,2xnb,4bcq,2iw6,2vto,2vtq,4bco,3py0,3py1,3rak,4bcm,1b39,2uzb,3ej1,5mhq,2iw8,2r3k,2r3l,3ral,2b55,2btr,4rj3,2duv,2w06,5k4j,3ddp,1dm2,1pxn,2r3n,3qtu,3qtx,3rpv,3uli,1oi9,3s2p,3igg,1oiy,3ig7,1fvt,1pxm,4lyn,1y91,2w1h,2a0c,3qtz,5a14,1g5s,5d1j,2vu3,2g9x,2wih,2vtt,5nev,3dog,3pj8,1vyw,5lmk,1e9h,3le6,1ogu,1oir,1pf8,2r64,2uzn,2vts,6guh,6guc,6gub,2b54,2bts,3qu0,3qxp,4gcj,2vv9,1p2a,3fz1,3rah,4bcn,1fvv,2r3j,2r3m,2wev,1ke7,2iw9,2b52,2wpa,1aq1,2bkz,4erw,1h1s,2c6o,1ke6,4bck,4bgh,6gue,2ds1,1oit,1r78,1urw,2fvd,2vtp,3ns9,1pxo,2bpm,2w17,2wxv,2w05,2xmy	P24941	CHEMBL301;	P24941;	Cyclin-dependent kinase 2 (EC 2.7.11.22) (Cell division protein kinase 2) (p33 protein kinase)
5lwe	P51686	CHEMBL5815;	P51686;	C-C chemokine receptor type 9 (C-C CKR-9) (CC-CKR-9) (CCR-9) (G-protein coupled receptor 28) (GPR-9-6) (CD antigen CDw199)
2wec,2web,1ppm,2wed,1bxq,1ppk,1apw,1ppl,1apv,1bxo	P00798	CHEMBL4254;	P00798;	Penicillopepsin-1 (EC 3.4.23.20) (Aspartic protease) (Peptidase A)
4fab,1flr	P01865			Ig gamma-2A chain C region, membrane-bound form
2fmb,1fmb	P32542			Pol polyprotein [Cleaved into: Protease (Retropepsin) (EC 3.4.23.-); Reverse transcriptase/ribonuclease H (RT) (EC 2.7.7.49) (EC 3.1.26.13) (Exoribonuclease H) (EC 3.1.13.2); Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-)]
1g3m	P49888	CHEMBL2346;	P49888;	Sulfotransferase 1E1 (ST1E1) (EC 2.8.2.4) (EST-1) (Estrogen sulfotransferase) (Sulfotransferase, estrogen-preferring)
1c2t,1c3e,1gar	P08179		P08179;	Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)
4eh8,4eh9,4ehv,4eh6,4eh4,1w7h,1wbo,4eh5,4eh2,4eh7,4eh3,1wbv,5etf,1wbw,1w84,3hec,4e6c,5xyx,3iw8,3k3j,3new,5xyy,2y8o,1zz2,1di9,3iw6,4dli,3hv6,3iw7,3k3i,5eta,1zyj,4dlj,1kv1,3huc,3iw5,2gfs,3hp2,1wbs,3hvc,2bal,2zb1,3hv3,2zaz,1wbn,3o8p,1wbt,3gcq,3hv4,3mpt,2zb0,5wjj,5mz3,1w82,3heg,4f9y,3gcu,1bl6,4f9w,3l8s,3zya,4r3c,3hv5,3gcv,3hp5,1w83,3gcs,1a9u,3nnu,3ctq,3kf7,2bak,3uvp,4aa0,3nnv,1bmk,3iph,3hl7,4kiq,3hrb,1bl7,5mtx,3uvq,3s3i,4aa5,3gcp,2qd9,3mvl,3d7z,3hv7,3nnx,3e92,3fc1,3l8x,5ml5,2i0h,3nnw,4aa4,3hub,1yqj,3nww,4kip,4aac,3c5u,3roc,5tco,3hll,6anl,1zzl,4kin,3d83,1ouy,2baj,3s4q,3mvm,3bx5,2yix,3gfe,2rg5,3ocg,1m7q,3dt1,2rg6,2yis,3que,3e93,3itz,3rin,5mty,5tbe,3u8w,4l8m,3mw1,2yiw,3ds6,1ove,3gc7,3bv3,3bv2,3lhj,1ouk,1kv2	Q16539	CHEMBL260;	Q16539;	Mitogen-activated protein kinase 14 (MAP kinase 14) (MAPK 14) (EC 2.7.11.24) (Cytokine suppressive anti-inflammatory drug-binding protein) (CSAID-binding protein) (CSBP) (MAP kinase MXI2) (MAX-interacting protein 2) (Mitogen-activated protein kinase p38 alpha) (MAP kinase p38 alpha) (Stress-activated protein kinase 2a) (SAPK2a)
1j5i,1o5p	P0A3R9			Neocarzinostatin (NCS) (Mitomalcin) (MMC)
2bgr,3ccb,4n8d,5t4e,1nu8,1n1m,2bgn,3g0c,3oc0,3opm,4pv7,3eio,2hha,2bub,2ogz,2rip,2ole,6b1e,3d4l,4j3j,3w2t,2qoe,2p8s,4n8e,3c43,1x70,3o9v,4g1f,2oph,2ajl,2onc,3f8s,5t4f,5t4h,3ccc,3g0b,2g63,3hac,3kwf,2iiv,4lko,3vjl,3o95,3bjm,3g0d,3g0g,2qtb,2fjp,3hab,2oqv,3sww,2g5p,2oag,3wqh,2oqi,6b1o,3sx4,2iit,2qt9,3nox,5i7u,5kby,2i03,2rgu,4jh0,2g5t,5ism,3kwj,5t4b,3vjk,3vjm,2qky,3c45,1rwq	P27487	CHEMBL284;	P27487;	Dipeptidyl peptidase 4 (EC 3.4.14.5) (ADABP) (Adenosine deaminase complexing protein 2) (ADCP-2) (Dipeptidyl peptidase IV) (DPP IV) (T-cell activation antigen CD26) (TP103) (CD antigen CD26) [Cleaved into: Dipeptidyl peptidase 4 membrane form (Dipeptidyl peptidase IV membrane form); Dipeptidyl peptidase 4 soluble form (Dipeptidyl peptidase IV soluble form)]
2ie4	P30153			Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform (Medium tumor antigen-associated 61 kDa protein) (PP2A subunit A isoform PR65-alpha) (PP2A subunit A isoform R1-alpha)
2ie4	P67775	CHEMBL4703;	P67775;	Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform (PP2A-alpha) (EC 3.1.3.16) (Replication protein C) (RP-C)
1s26,1xfv,2lgf,1ctr,1lvc,2mg5,2w73,2n27,1pk0,1iwq,2ll7,2ll6	P0DP23	CHEMBL6093;	P0DP23;	Calmodulin-1
5xn3,2ll6	P35228	CHEMBL4481;	P35228;	Nitric oxide synthase, inducible (EC 1.14.13.39) (Hepatocyte NOS) (HEP-NOS) (Inducible NO synthase) (Inducible NOS) (iNOS) (NOS type II) (Peptidyl-cysteine S-nitrosylase NOS2)
2w6u,2w76,2w6t,2w78,2w77,2w16	P48632			Ferripyoverdine receptor
2xn3,2xn5,2xn6,2ceo,2xn7	P05543	CHEMBL3843;		Thyroxine-binding globulin (Serpin A7) (T4-binding globulin)
3tf6,3dsz,1l6m,4k19,3fw4,4iax,4iaw,5nkn,3u0d	P80188		P80188;	Neutrophil gelatinase-associated lipocalin (NGAL) (25 kDa alpha-2-microglobulin-related subunit of MMP-9) (Lipocalin-2) (Oncogene 24p3) (Siderocalin) (p25)
5mnc,5mny,5moo,1utp,1tnk,3rxh,1tnl,1tnj,1gbt,3rxp,3rxg,1uto,5mn1,5mnb,5mnx,5mon,3rxf,3rxl,3rxb,3rxk,2bza,3atk,3rxa,1tng,3nk8,3atm,3rxi,3rxj,1v2j,4ab9,1tnh,1v2u,1v2v,4abe,1utn,1v2r,4abg,3rxm,2fx6,3ati,3rxd,5mos,4aba,5mnn,5mno,5mo2,4ab8,1tni,1v2w,3rxo,1c5t,1v2q,4abh,1v2s,1v2l,1v2m,2tpi,4abd,3aas,4abb,3gy7,1tx7,4abf,1c5p,5mng,5mnh,5mo0,5moq,2j9n,3nkk,1v2t,1v2o,1v2p,1bty,1ce5,3atl,3rxe,1bju,1ghz,1o2p,1o35,1ql7,3aau,1yyy,3gy4,1yp9,1y3x,1zzz,1o2r,1g3e,1gi1,1o2s,1bjv,1g3d,3gy3,1y3v,1y3y,1g3b,1o32,1o33,1o34,3gy2,1y3w,1g3c,1lqe,1o2u,1o2v,1o2w,1o2x,1o2y,1qbn,1v2n,1pph,1o36,1c5s,1f0t,4u2w,1eb2,1aq7,1qb6,1o2n,1o2z,1ppc,4ktu,1k1o,1v2k,1gi6,2zdn,1c5q,1o2o,2zdk,1jrs,2zdl,2zdm,2zft,3ljj,1o3l,2zfs,2zhd,2zq2,1k1i,2zq1,3aav,3ljo,1o30,1o3j,1o3k,1qb1,1k1n,1o37,1o38,1k1l,1o2j,1o2k,1oyq,5lh4,1gj6,1xug,1o39,1o3b,1o3c,1o3d,1rxp,1f0u,1g36,1o2h,1gi4,3m35,1o3h,1o3i,1k1m,1qb9,4abj,1qcp,1k1j,1c1r,1o2q,5eg4,5lh8,1qbo,1o2t,1k1p,1o3e,1o3f,1o3g,1nc6,1tps,4abi,5lgo,1auj,1tyn,1sfi,4hgc	P00760	CHEMBL3769;	P00760;	Cationic trypsin (EC 3.4.21.4) (Beta-trypsin) [Cleaved into: Alpha-trypsin chain 1; Alpha-trypsin chain 2]
4abj,4abi,4k1e,1sfi,4hgc	Q4GWU5			Trypsin inhibitor 1 (SFTI-1)
4li0,4lhv	P61006			Ras-related protein Rab-8A (Oncogene c-mel)
5gp7,3uh2,4li7,4krs,4k4f,4dvi,4n3r,4li6,3udd,4msk,5ety,4k4e,4uw1,4uuh,3uh4,5ece,4i9i,4li8,4n4v,4msg,4mt9	O95271	CHEMBL6164;	O95271;	Poly [ADP-ribose] polymerase tankyrase-1 (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 5) (ARTD5) (Poly [ADP-ribose] polymerase 5A) (Protein poly-ADP-ribosyltransferase tankyrase-1) (EC 2.4.2.-) (TNKS-1) (TRF1-interacting ankyrin-related ADP-ribose polymerase) (Tankyrase I) (Tankyrase-1) (TANK1)
2hz4,2f4j,1bbz,2hz0,2hyy,3pyy,2hzi,3qrk,5hu9,4yc8,2e2b,2hiw,2v7a,3qrj,4wa9,3ue4,3qri,4twp	P00519	CHEMBL1862;	P00519;	Tyrosine-protein kinase ABL1 (EC 2.7.10.2) (Abelson murine leukemia viral oncogene homolog 1) (Abelson tyrosine-protein kinase 1) (Proto-oncogene c-Abl) (p150)
5agv,5agu	P9WNU1			Beta sliding clamp (Beta clamp) (Sliding clamp) (Beta-clamp processivity factor) (DNA polymerase III beta sliding clamp subunit) (DNA polymerase III subunit beta) (Mtb beta-clamp)
5g0q	C1F2K5			Uncharacterized protein
4k77,6bbu,4e5w,5e1e,3eyh,5khx,4ehz,6aah,4k6z,4ivb,4ei4,4e4l,3eyg,4i5c,4e4n,4ivd,4fk6,4ivc,5hx8,5wo4	P23458	CHEMBL2835;	P23458;	Tyrosine-protein kinase JAK1 (EC 2.7.10.2) (Janus kinase 1) (JAK-1)
6fyi,6fyl,6fyk,5unp	P49760	CHEMBL4225;	P49760;	Dual specificity protein kinase CLK2 (EC 2.7.12.1) (CDC-like kinase 2)
1n4k	P11881			Inositol 1,4,5-trisphosphate receptor type 1 (IP3 receptor isoform 1) (IP3R 1) (InsP3R1) (Inositol 1,4,5-trisphosphate-binding protein P400) (Protein PCD-6) (Purkinje cell protein 1) (Type 1 inositol 1,4,5-trisphosphate receptor) (Type 1 InsP3 receptor)
4m0z,3qgw,4m12,4kio,4hcv,4m0y,4m13,4m14,4hct,4pp9,3miy,3qgy,3mj1,3mj2,3v5j,1sm2,4hcu,3v8w,4mf0,3v5l,4qd6,3t9t,4ppc,4ppa,4mf1,4pqn,3v8t,4ppb,4rfm	Q08881	CHEMBL2959;	Q08881;	Tyrosine-protein kinase ITK/TSK (EC 2.7.10.2) (Interleukin-2-inducible T-cell kinase) (IL-2-inducible T-cell kinase) (Kinase EMT) (T-cell-specific kinase) (Tyrosine-protein kinase Lyk)
4i7k,4i7j,188l,187l,1l83,220l,223l,4i7p,185l,4w52,1li6,4i7l,4w53,1lgw,1li2,4i7m,4w54,1li3,5vex,184l,4w55,186l,4w57,6bg3,5vew,5v83,3run,6bg5,6ffh,5ndd,4qkx,5v86,3v2w,5v88,5wf5,6m9t,5wf6,5t1a,4phu,3oe6,3vw7,6ffi,3odu,3oe8,4k5y,3oe9,3qak,3oe0,5tzy,3eml,4oo9,5kw2,5ee7,5cgc,5cgd,4djh,3p0g	P00720	CHEMBL5206;	P00720;	Endolysin (EC 3.2.1.17) (Lysis protein) (Lysozyme) (Muramidase)
4qkx,3p0g	P07550	CHEMBL210;	P07550;	Beta-2 adrenergic receptor (Beta-2 adrenoreceptor) (Beta-2 adrenoceptor)
5ah2	A0QND6			Beta sliding clamp (Beta clamp) (Sliding clamp) (Beta-clamp processivity factor) (DNA polymerase III beta sliding clamp subunit) (DNA polymerase III subunit beta)
5iui,4anq,5iuh,2kup,4dce,5iug,4joa,2xba,5kz0,4fny,4fnz,5ftq,5aa8,2yfx,5aa9,5fto,4fob,4cnh,4foc,4cli,5aac,4fod,2xp2,5aab,4cmo,3aox,4clj,2xb7,5aaa,6mx8,4cd0,4cmt,4cmu,5a9u	Q9UM73	CHEMBL4247;	Q9UM73;	ALK tyrosine kinase receptor (EC 2.7.10.1) (Anaplastic lymphoma kinase) (CD antigen CD246)
6b7b,6ccl,6ccs,6chm,6b7f,6b7d,6b7a,6ccn,6b7e,6b7c,6ccm,6chq,6ccq,6cho,6cco,6cck,6chn,6chl,6ckw,6chp	P0A6I6		P0A6I6;	Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT)
1way,2c90,2bvr,3si4,2c8y,2bvs,3qto,3si3,3sv2,3qx5,3qwc,3p17,3qtv,2c93,3f68,1w7g,3sha,1a46,3shc,1a4w,1a2c,2c8x,1tmb,6eo9,6eo8,2bxu,2r2m,1vzq,4e7r,4uff,1b5g,3tu7,4loy,4ufe,4ufg,4bao,1k21,1k22,2c8w,2bxt,1a61,2bvx,1doj,4ufd,1a5g	P09945			Hirudin variant-2 (Fragment)
2h44,4oex,4g2y,4oew,3bjc,3shy,4ia0,3hdz,3shz,3jwq,4i9z,4md6,3sie,3jwr,2chm,3hc8,2h42,4g2w,5zz2,1xoz,1xp0,1udu,1uho,1udt,6acb,3tge	O76074	CHEMBL1827;	O76074;	cGMP-specific 3',5'-cyclic phosphodiesterase (EC 3.1.4.35) (cGMP-binding cGMP-specific phosphodiesterase) (CGB-PDE)
5afl,5afk,5afm,4nzb,5afj,5afn,1uv6,2zjv,4um1,2zju,3wti,3wth,4qaa,3wtj,3wtk,5t90,3wto,3wtm,3wtl,3wtn,3zdg,4alx,1uw6,3zdh,4um3,3u8l,3u8j,3u8k,3u8m,4qac,4qab,3u8n	P58154	CHEMBL6084;	P58154;	Acetylcholine-binding protein (ACh-binding protein) (AchBP)
5m9w,5lvd,3fcq,5ma7,4tln,5n3v,5n34,5n3y,5n2t,5n2z,5mnr,1z9g,1zdp,5n31,5lif,2tmn,1qf2,1os0,5n2x,5lwd,5tln,5jxn,1thl,5jss,5jvi,5jt9,5js3,1tmn,1qf1,1qf0,1y3g,1tlp,5tmn,4tmn	P00800	CHEMBL3392;	P00800;	Thermolysin (EC 3.4.24.27) (Thermostable neutral proteinase)
4kp8,5ll5,4kp5,5ll9,4ht2,4qj0,4qjo,5msb,4q0l,4qjw,1jd0,5llp,5llo,4ww8	O43570	CHEMBL3242;	O43570;	Carbonic anhydrase 12 (EC 4.2.1.1) (Carbonate dehydratase XII) (Carbonic anhydrase XII) (CA-XII) (Tumor antigen HOM-RCC-3.1.3)
4ggz	Q89U61			Bll1558 protein
1db1,1s19,1ie9	P11473	CHEMBL1977;	P11473;	Vitamin D3 receptor (VDR) (1,25-dihydroxyvitamin D3 receptor) (Nuclear receptor subfamily 1 group I member 1)
2rkf,4m8y,4m8x	Q90JJ9			Protease (EC 2.7.7.49) (EC 3.1.26.13) (Retropepsin) (Fragment)
3e37,1ld8,1ld7,1s63,1mzc	P49354	CHEMBL271;	P49354;	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha (EC 2.5.1.58) (EC 2.5.1.59) (CAAX farnesyltransferase subunit alpha) (FTase-alpha) (Ras proteins prenyltransferase subunit alpha) (Type I protein geranyl-geranyltransferase subunit alpha) (GGTase-I-alpha)
3e37,1ld8,1ld7,1s63,1mzc	P49356	CHEMBL272;	P49356;	Protein farnesyltransferase subunit beta (FTase-beta) (EC 2.5.1.58) (CAAX farnesyltransferase subunit beta) (Ras proteins prenyltransferase subunit beta)
1u32,1it6,1jk7,2bcd	P36873	CHEMBL4438;	P36873;	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit (PP-1G) (EC 3.1.3.16) (Protein phosphatase 1C catalytic subunit)
3zvv,2chw,4g11,4kz0,5eds,3dpd,5t23,5jha,4urk,5jhb,4wwn,6aud,4gb9,4fjz,4anv,3qar,3sd5,2a4z,4wwp,3r7q,3qaq,5g2n,4aof,3dbs,3nzs,3cst,4ps7,4wwo,3apc,3zw3,3l16,3prz,5oq4,4anu,2chx,3ps6,4anw,4anx,2chz,3l13,3tl5,3s2a,4kzc,2a5u,3l54,3oaw,4ezk,3l17,4dk5,4ezj,6c1s,4ezl,3qk0,4f1s,4ps3,3r7r,3nzu,4j6i,4flh,4ps8,3lj3,4hvb,3l08	P48736	CHEMBL3267;	P48736;	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform (PI3-kinase subunit gamma) (PI3K-gamma) (PI3Kgamma) (PtdIns-3-kinase subunit gamma) (EC 2.7.1.137) (EC 2.7.1.153) (EC 2.7.1.154) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit gamma) (PtdIns-3-kinase subunit p110-gamma) (p110gamma) (Phosphoinositide-3-kinase catalytic gamma polypeptide) (Serine/threonine protein kinase PIK3CG) (EC 2.7.11.1) (p120-PI3K)
4x8s,4x8t,4x8u,2flb,2flr,4zxy,1w0y,1w2k,2f9b,5tqe,4jzf,1wqv,4x8v,1wtg,2aei,2bz6,4ng9,1wun,1wv7,4na9,2zzu,2zp0,5u6j,2c4f,1wss,4jyv,4nga,4yt6,4jyu,1z6j,1dva,4zxx,4isi,4jze,4jzd,5tqf,1w7x,2b7d,4ish,4yt7,5l30,5tqg,5l2y,5l2z	P08709	CHEMBL3991;	P08709;	Coagulation factor VII (EC 3.4.21.21) (Proconvertin) (Serum prothrombin conversion accelerator) (SPCA) (Eptacog alfa) [Cleaved into: Factor VII light chain; Factor VII heavy chain]
5up0,4npv,5uoy,5w6e,5b25	Q01064	CHEMBL4425;	Q01064;	Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B (Cam-PDE 1B) (EC 3.1.4.17) (63 kDa Cam-PDE)
1rwx,1bmq,6f6r,1rww,3ns7,1ibc	P29466	CHEMBL4801;	P29466;	Caspase-1 (CASP-1) (EC 3.4.22.36) (Interleukin-1 beta convertase) (IL-1BC) (Interleukin-1 beta-converting enzyme) (ICE) (IL-1 beta-converting enzyme) (p45) [Cleaved into: Caspase-1 subunit p20; Caspase-1 subunit p10]
1c70	O92103		O92103;	Protease (Retropepsin) (Fragment)
2bj4,4mgd,4mg5,4mgb,3cbp,4mg6,4mg9,2b1v,2llo,2llq,4mga,5dxg,1x7e,2qa8,2qh6,4dma,5fqv,2fai,1zky,1g50,5dxb,4mgc,4mg7,5dxe,4mg8,5wgq,1gwr,5fqt,5gs4,2b1z,5wgd,1gwq,5gtr,1xqc,5fqs,5hyr,5dx3,5fqr,1pcg,1uom,5fqp,5t97,5t92,2qe4,1x7r,2q70,2iog,1err,5ak2,2i0j,1xpc,1xp9,4pxm,2iok,1qkt,1sj0,2ayr,1xp1,2r6w,1xp6,2r6y,2pog,1qku,3ert,1a52,3erd,2p15	P03372	CHEMBL206;	P03372;	Estrogen receptor (ER) (ER-alpha) (Estradiol receptor) (Nuclear receptor subfamily 3 group A member 1)
5g42,5g46,5g45,5g43,3r5m,5yp5,5iaw,5ick,3ozj,5q17,3pcu,2b1v,3o1d,3o1e,4rme,5dxg,4k4j,4k6i,2fai,1zky,3oap,5dxb,5vb6,5dxe,5vb5,4q0a,5wgq,1gwr,5vb7,4fhi,4p6x,4zsh,2b1z,1gwq,5aph,5hyr,5apj,5dx3,4fhh,5h1e,4m8h,4nie,5ni7,5ni8,5xpl,1p93,5nib,4pp5,4pp3,4m8e,3k22,3l0e,4poh,5ni5,6esn,4poj,3k23,4csj,5i4v,4pxm,4p6w,2ao6,3erd,2p15	Q15596		Q15596;	Nuclear receptor coactivator 2 (NCoA-2) (Class E basic helix-loop-helix protein 75) (bHLHe75) (Transcriptional intermediary factor 2) (hTIF2)
