pdb_id	-logAffi	mw	logp	rotb	hbd	hba	q	HA
1iwq	8.06	2002.3930000000005	-10.842899999999918	67.0	26.0	23.0	4.0	143.0
1zgb	8.06	501.73900000000054	5.975600000000006	13.0	3.0	3.0	1.0	37.0
2qu5	8.06	461.83100000000036	5.5256000000000025	5.0	3.0	5.0	0.0	32.0
3dbu	8.06	320.37700000000007	-0.01369999999999938	4.0	2.0	7.0	0.0	19.0
3hiw	8.06	1599.1329999999996	-1.7024999999999888	8.0	14.0	41.0	1.0	106.0
3ovz	8.06	445.82500000000033	2.687400000000001	8.0	3.0	5.0	0.0	30.0
4avt	8.06	338.36	-1.971399999999995	7.0	0.0	6.0	-2.0	24.0
4fab	8.06	333.31900000000013	2.747200000000001	2.0	2.0	5.0	-1.0	25.0
4i5m	8.06	522.6740000000007	2.1397000000000004	7.0	3.0	7.0	1.0	38.0
5ea5	8.06	573.8470000000008	0.2366000000000048	13.0	6.0	6.0	3.0	41.0
5q0n	8.06	557.4040000000005	6.411900000000004	6.0	1.0	5.0	-1.0	38.0
6evr	8.06	401.48800000000034	1.2495999999999996	4.0	1.0	4.0	0.0	28.0
1dva	8.07	2152.4049999999975	-15.279199999999907	44.0	26.0	30.0	-2.0	151.0
1gni	8.07	281.4599999999999	4.773800000000005	15.0	0.0	2.0	-1.0	20.0
1jtq	8.07	449.4310000000005	-1.7580999999999958	9.0	4.0	9.0	-2.0	33.0
1wxz	8.07	424.8880000000003	3.998300000000003	7.0	2.0	6.0	0.0	30.0
2jbo	8.07	340.38600000000014	3.5778000000000025	2.0	2.0	3.0	0.0	26.0
2jbp	8.07	340.38600000000014	3.5778000000000025	2.0	2.0	3.0	0.0	26.0
3ant	8.07	354.45400000000006	3.638100000000003	4.0	1.0	4.0	0.0	26.0
3jwr	8.07	222.248	0.0792999999999997	2.0	1.0	5.0	0.0	16.0
3l9n	8.07	365.4860000000002	2.6549200000000015	6.0	3.0	5.0	1.0	26.0
3oxz	8.07	534.5860000000005	1.621820000000001	4.0	3.0	4.0	2.0	39.0
3r2y	8.07	340.38600000000014	3.5778000000000025	2.0	2.0	3.0	0.0	26.0
3v8w	8.07	401.53500000000037	6.447300000000005	5.0	3.0	3.0	0.0	29.0
3vbd	8.07	319.4060000000001	0.5515000000000005	3.0	2.0	3.0	1.0	22.0
4exg	8.07	459.6760000000004	3.6106000000000007	8.0	3.0	4.0	1.0	32.0
4um9	8.07	1266.498999999998	-14.380699999999909	47.0	21.0	15.0	3.0	89.0
5aa8	8.07	406.42100000000033	2.8006800000000007	0.0	1.0	7.0	0.0	30.0
5jfu	8.07	654.8260000000005	4.709700000000004	12.0	2.0	8.0	0.0	46.0
1siv	8.08	578.7310000000004	-0.5552999999999919	16.0	6.0	7.0	1.0	41.0
2q70	8.08	318.319	4.360400000000003	1.0	2.0	3.0	0.0	23.0
3fmz	8.08	391.3690000000003	3.480400000000002	3.0	1.0	3.0	-1.0	28.0
3ifl	8.08	843.8759999999992	-10.691800000000027	26.0	11.0	13.0	-1.0	60.0
3lil	8.08	582.9970000000004	0.10970000000000235	15.0	3.0	9.0	-2.0	41.0
3wd9	8.08	417.5130000000003	3.690900000000002	7.0	3.0	5.0	0.0	31.0
4edz	8.08	376.48000000000025	1.8551200000000003	5.0	2.0	3.0	1.0	28.0
4mf0	8.08	429.56900000000036	3.7450000000000028	6.0	2.0	4.0	1.0	31.0
4qlu	8.08	628.8140000000005	4.174200000000003	13.0	6.0	5.0	0.0	46.0
4wxi	8.08	469.6130000000005	3.6554000000000038	7.0	4.0	4.0	1.0	35.0
5q1c	8.08	528.6000000000006	4.9348000000000045	7.0	2.0	7.0	0.0	38.0
6fiv	8.08	455.5550000000003	2.1618999999999993	11.0	4.0	5.0	0.0	33.0
1acj	8.09	198.26899999999998	2.695800000000001	0.0	1.0	2.0	0.0	15.0
1lhf	8.09	403.5470000000003	0.6433000000000022	11.0	3.0	3.0	1.0	29.0
2pj0	8.09	477.43400000000025	-0.5581999999999958	10.0	4.0	7.0	-1.0	33.0
2rkg	8.09	628.8140000000003	4.328140000000003	15.0	4.0	5.0	0.0	46.0
2yfx	8.09	451.3530000000004	4.0115000000000025	5.0	2.0	5.0	1.0	30.0
3hub	8.09	514.0210000000004	2.5596000000000005	5.0	1.0	4.0	1.0	36.0
3kqe	8.09	546.6550000000005	3.3077200000000033	6.0	3.0	5.0	1.0	41.0
3oe6	8.09	407.6730000000003	5.083900000000005	4.0	2.0	4.0	1.0	27.0
3s2a	8.09	498.9670000000005	4.726700000000004	5.0	1.0	6.0	0.0	34.0
3tu7	8.09	479.6270000000006	-1.960099999999992	8.0	4.0	4.0	1.0	33.0
4elh	8.09	502.6190000000004	3.8964000000000034	8.0	3.0	8.0	0.0	37.0
4his	8.09	307.11200000000014	3.1651000000000016	2.0	0.0	4.0	-1.0	20.0
4kzc	8.09	335.2890000000002	2.955700000000001	2.0	2.0	5.0	0.0	24.0
4loy	8.09	621.5640000000002	1.1447000000000007	8.0	3.0	6.0	1.0	39.0
5cf6	8.09	398.4670000000002	1.0848999999999989	7.0	3.0	8.0	0.0	29.0
5n6s	8.09	315.34999999999997	-2.1925199999999956	7.0	6.0	7.0	1.0	22.0
5tv3	8.09	391.52000000000015	0.7132999999999996	4.0	2.0	6.0	1.0	24.0
5two	8.09	392.86100000000033	5.412100000000004	5.0	1.0	2.0	0.0	28.0
6b59	8.09	375.4140000000003	-0.5851999999999986	6.0	3.0	8.0	0.0	26.0
1dbk	8.1	288.431	4.167300000000004	0.0	0.0	2.0	0.0	21.0
1erb	8.1	327.5120000000001	5.654100000000006	6.0	1.0	1.0	0.0	24.0
1fzj	8.1	956.091999999999	-6.998400000000033	29.0	14.0	12.0	1.0	68.0
1ghy	8.1	254.27299999999997	-0.2050999999999994	2.0	4.0	3.0	1.0	19.0
1l6m	8.1	153.11299999999997	-0.5387000000000006	1.0	2.0	4.0	-1.0	11.0
1ody	8.1	794.9939999999998	3.5705000000000062	20.0	7.0	7.0	0.0	58.0
1p4r	8.1	487.4500000000004	-2.3154999999999966	9.0	4.0	10.0	-2.0	34.0
1pq6	8.1	582.0620000000004	5.337300000000005	13.0	1.0	3.0	0.0	41.0
1qj7	8.1	452.6190000000005	2.1214000000000004	11.0	4.0	3.0	1.0	33.0
1rhr	8.1	652.1610000000002	2.6664000000000003	17.0	3.0	9.0	-1.0	44.0
1rt1	8.1	302.374	2.2448000000000006	6.0	1.0	4.0	0.0	22.0
1stc	8.1	467.54900000000043	3.3278000000000034	2.0	2.0	5.0	1.0	35.0
1uk0	8.1	378.47100000000023	2.675420000000001	5.0	2.0	2.0	1.0	28.0
1xud	8.1	410.4240000000004	3.2316400000000023	6.0	2.0	4.0	0.0	30.0
1ype	8.1	448.56700000000035	0.03510000000000413	5.0	3.0	3.0	2.0	33.0
1zxc	8.1	398.50600000000026	1.4787999999999997	5.0	2.0	6.0	0.0	26.0
2a5u	8.1	257.274	1.9536999999999998	1.0	1.0	5.0	0.0	18.0
2b52	8.1	438.5370000000005	1.2282400000000013	3.0	4.0	6.0	1.0	31.0
2cf8	8.1	453.0300000000004	1.205800000000001	5.0	3.0	1.0	2.0	32.0
2e9u	8.1	348.79000000000025	3.7155000000000022	0.0	2.0	5.0	0.0	24.0
2hiw	8.1	456.42800000000034	4.214720000000003	3.0	2.0	5.0	0.0	33.0
2iog	8.1	526.7010000000007	4.668100000000004	11.0	4.0	3.0	1.0	39.0
2pvj	8.1	347.42600000000016	3.7317800000000023	5.0	2.0	7.0	0.0	26.0
2qk5	8.1	582.7120000000003	4.009620000000003	15.0	3.0	4.0	1.0	42.0
2ql5	8.1	490.51500000000044	-6.451200000000001	17.0	5.0	10.0	-1.0	33.0
2qp8	8.1	560.7060000000006	3.3683200000000015	13.0	3.0	4.0	1.0	40.0
2qzl	8.1	654.8290000000001	2.777700000000003	15.0	4.0	5.0	1.0	46.0
2rcw	8.1	287.38699999999994	0.8341000000000005	4.0	3.0	2.0	1.0	21.0
2vvu	8.1	475.9530000000005	1.7171999999999994	6.0	3.0	5.0	1.0	32.0
2wpa	8.1	362.4980000000001	0.8963000000000001	4.0	3.0	3.0	1.0	26.0
3at4	8.1	375.41200000000026	1.7189	6.0	1.0	8.0	-1.0	28.0
3caj	8.1	258.324	1.3423999999999996	3.0	1.0	5.0	0.0	16.0
3ccc	8.1	297.7690000000001	2.5072799999999997	2.0	1.0	3.0	1.0	21.0
3f15	8.1	334.3500000000002	-1.4554999999999974	8.0	4.0	7.0	0.0	22.0
3ion	8.1	482.5640000000004	3.6764000000000037	8.0	2.0	7.0	1.0	36.0
3ith	8.1	227.28900000000002	0.5891	3.0	0.0	5.0	0.0	15.0
3jzs	8.1	1560.6879999999987	-7.880600000000023	47.0	19.0	22.0	-2.0	112.0
3kr8	8.1	312.3160000000001	3.245000000000002	1.0	1.0	3.0	0.0	21.0
3l58	8.1	582.7120000000003	4.009620000000003	15.0	3.0	4.0	1.0	42.0
3l8v	8.1	451.40800000000036	5.264300000000002	6.0	3.0	6.0	0.0	33.0
3l9h	8.1	477.55100000000044	3.1522000000000014	6.0	4.0	3.0	1.0	34.0
3lox	8.1	561.7680000000005	2.4273000000000033	9.0	5.0	5.0	0.0	40.0
3lxs	8.1	587.7910000000005	-1.9892999999999905	14.0	6.0	4.0	2.0	41.0
3nal	8.1	620.7800000000005	5.166500000000005	14.0	2.0	10.0	0.0	44.0
3nx7	8.1	304.32400000000007	-0.8163999999999993	7.0	3.0	6.0	0.0	20.0
3qai	8.1	435.5810000000004	2.0906000000000002	7.0	3.0	8.0	1.0	31.0
3skg	8.1	661.8140000000002	3.1960000000000024	13.0	4.0	4.0	1.0	48.0
3tyv	8.1	515.5130000000005	3.8881200000000034	6.0	1.0	5.0	0.0	36.0
3vw7	8.1	494.6070000000005	5.548900000000006	6.0	1.0	5.0	0.0	36.0
4bid	8.1	397.4580000000003	4.246900000000004	6.0	2.0	4.0	1.0	30.0
4d0x	8.1	381.7450000000003	3.492000000000001	3.0	3.0	4.0	0.0	26.0
4e90	8.1	396.47500000000025	0.0795000000000019	4.0	2.0	7.0	1.0	29.0
4eg5	8.1	377.2950000000003	3.353100000000002	6.0	2.0	3.0	1.0	25.0
4eqc	8.1	559.1190000000004	4.333600000000003	6.0	2.0	8.0	1.0	39.0
4frk	8.1	402.45400000000035	3.872600000000003	4.0	1.0	7.0	0.0	30.0
4hai	8.1	406.59200000000027	3.8515600000000028	4.0	1.0	3.0	0.0	28.0
4hgl	8.1	371.40000000000026	2.9814000000000007	3.0	2.0	5.0	0.0	28.0
4i1c	8.1	470.0180000000005	3.776200000000003	7.0	2.0	6.0	-1.0	32.0
4i9i	8.1	442.47500000000036	3.755300000000002	7.0	3.0	5.0	0.0	33.0
4jq8	8.1	522.6290000000005	4.175400000000005	10.0	4.0	6.0	1.0	39.0
4nwm	8.1	589.7000000000002	6.0941200000000055	6.0	3.0	7.0	0.0	44.0
4oq3	8.1	436.3180000000003	5.493440000000004	4.0	0.0	4.0	-1.0	30.0
4p10	8.1	265.3569999999999	-0.4597999999999989	6.0	1.0	4.0	0.0	19.0
4pms	8.1	445.45800000000037	4.318300000000003	5.0	0.0	7.0	-1.0	34.0
4poj	8.1	305.3970000000001	3.889420000000003	5.0	0.0	2.0	-1.0	23.0
4r74	8.1	258.11899999999997	-4.366799999999996	4.0	4.0	9.0	-2.0	16.0
4rwl	8.1	444.5110000000004	3.701800000000003	7.0	2.0	5.0	1.0	33.0
4ryg	8.1	534.6990000000005	1.6425000000000032	14.0	2.0	6.0	1.0	37.0
4u44	8.1	287.3260000000001	3.534900000000002	3.0	1.0	5.0	0.0	22.0
4wf2	8.1	558.5340000000004	-0.7448999999999957	11.0	5.0	14.0	-1.0	37.0
4wht	8.1	1382.5019999999984	-9.986199999999998	43.0	20.0	20.0	0.0	98.0
4why	8.1	1268.3979999999985	-8.34640000000004	39.0	18.0	18.0	0.0	90.0
4wke	8.1	390.80800000000033	2.0073999999999996	4.0	3.0	6.0	0.0	26.0
4wnp	8.1	396.4580000000003	4.983900000000004	5.0	4.0	6.0	0.0	30.0
4xy2	8.1	427.5080000000004	3.798300000000002	5.0	0.0	6.0	0.0	32.0
4zxx	8.1	585.7300000000004	5.4744000000000055	8.0	3.0	7.0	0.0	42.0
4zyi	8.1	556.1060000000003	7.236000000000008	9.0	0.0	5.0	0.0	40.0
5a6b	8.1	353.33100000000013	-0.8337999999999997	4.0	5.0	8.0	0.0	25.0
5ar8	8.1	684.7719999999996	5.329800000000005	9.0	2.0	11.0	0.0	46.0
5ax9	8.1	416.4810000000004	4.217680000000004	6.0	1.0	7.0	0.0	31.0
5ei8	8.1	412.4570000000003	3.578000000000003	5.0	1.0	9.0	0.0	31.0
5enk	8.1	415.46900000000034	4.434740000000004	3.0	1.0	7.0	0.0	29.0
5i3x	8.1	590.7430000000003	6.812300000000008	9.0	3.0	4.0	0.0	44.0
5jyy	8.1	433.4180000000003	-6.3499	10.0	7.0	9.0	0.0	30.0
5lck	8.1	432.40600000000035	4.734700000000003	7.0	3.0	7.0	0.0	31.0
5m7u	8.1	391.4100000000002	-0.8760999999999961	7.0	5.0	4.0	1.0	27.0
5ml8	8.1	617.2570000000002	4.637800000000004	11.0	1.0	4.0	1.0	41.0
5mqv	8.1	543.6240000000003	6.274700000000005	8.0	2.0	7.0	0.0	39.0
5q0m	8.1	537.6970000000003	3.7882000000000016	7.0	2.0	6.0	-2.0	39.0
5t2g	8.1	401.43400000000037	1.7245000000000015	4.0	2.0	9.0	0.0	30.0
5tzc	8.1	454.25000000000034	3.5993200000000023	2.0	0.0	5.0	0.0	28.0
5ug9	8.1	445.5030000000003	1.9457999999999989	7.0	2.0	10.0	0.0	32.0
5w4w	8.1	322.34300000000013	2.873800000000002	2.0	0.0	4.0	0.0	24.0
5w5o	8.1	509.07600000000053	-0.003899999999996462	6.0	3.0	7.0	2.0	34.0
5wg3	8.1	449.51000000000045	2.101000000000001	7.0	4.0	4.0	1.0	33.0
5xyz	8.1	373.81900000000036	4.224800000000003	6.0	3.0	4.0	0.0	26.0
6e0q	8.1	195.14999999999998	-1.3955999999999997	1.0	2.0	5.0	-1.0	14.0
6eyz	8.1	462.5540000000005	0.7928000000000017	7.0	3.0	6.0	2.0	34.0
6ffi	8.1	223.27499999999998	2.798420000000001	1.0	0.0	2.0	0.0	17.0
6g9m	8.1	520.0330000000006	4.3952000000000035	7.0	2.0	6.0	0.0	37.0
6gwr	8.1	562.6400000000003	2.4368000000000016	5.0	3.0	4.0	2.0	41.0
6ma1	8.1	575.0440000000002	2.0498999999999996	10.0	2.0	8.0	-1.0	38.0
6ma5	8.1	540.5990000000003	1.396500000000001	10.0	2.0	8.0	-1.0	37.0
6mu1	8.1	663.2750000000002	-7.596800000000005	11.0	4.0	23.0	-6.0	42.0
1err	8.11	474.60200000000054	4.658100000000004	7.0	3.0	5.0	1.0	34.0
1ndz	8.11	499.5750000000005	3.0184000000000024	10.0	3.0	8.0	0.0	37.0
1nvr	8.11	467.54900000000043	3.3278000000000034	2.0	2.0	5.0	1.0	35.0
2jko	8.11	495.0070000000005	2.546100000000002	6.0	3.0	7.0	1.0	35.0
2jkq	8.11	563.1260000000005	4.249000000000004	7.0	3.0	7.0	1.0	40.0
2pq9	8.11	452.1040000000002	-6.416999999999995	9.0	1.0	14.0	-6.0	28.0
2znu	8.11	290.248	-5.864899999999996	4.0	3.0	8.0	-1.0	20.0
3fv2	8.11	290.248	-5.864899999999996	4.0	3.0	8.0	-1.0	20.0
3vry	8.11	370.45600000000024	5.587900000000004	4.0	1.0	5.0	0.0	28.0
3vye	8.11	437.0280000000004	0.46430000000000304	6.0	3.0	2.0	2.0	30.0
4aze	8.11	309.3250000000001	3.178400000000001	4.0	3.0	5.0	0.0	23.0
4cp7	8.11	759.0049999999995	5.726000000000005	20.0	5.0	8.0	0.0	55.0
4ge4	8.11	435.3290000000003	0.5538200000000015	7.0	3.0	10.0	-2.0	30.0
4p6g	8.11	485.5360000000005	0.5175000000000025	5.0	3.0	6.0	1.0	35.0
4puz	8.11	411.46900000000045	3.852800000000003	4.0	2.0	7.0	0.0	31.0
4v01	8.11	534.5860000000005	1.621820000000001	4.0	3.0	4.0	2.0	39.0
4v04	8.11	534.5860000000005	1.621820000000001	4.0	3.0	4.0	2.0	39.0
4z1j	8.11	316.3820000000001	1.5325	2.0	1.0	3.0	0.0	22.0
4z7i	8.11	1235.4159999999986	-4.853000000000035	40.0	14.0	15.0	1.0	87.0
5ea4	8.11	511.46600000000063	0.6611000000000007	7.0	1.0	7.0	1.0	31.0
5lhi	8.11	520.6750000000006	4.5697000000000045	11.0	2.0	6.0	1.0	37.0
5wad	8.11	237.22400000000002	-0.7198999999999998	3.0	0.0	6.0	-1.0	16.0
6cnj	8.11	163.24399999999997	0.43120000000000047	1.0	1.0	1.0	1.0	12.0
6h38	8.11	378.44900000000035	0.0140000000000009	4.0	2.0	3.0	1.0	26.0
1o5r	8.12	446.5110000000004	2.882100000000001	9.0	4.0	6.0	0.0	33.0
2k2g	8.12	362.45200000000017	2.1072999999999995	5.0	1.0	5.0	-1.0	24.0
2yi0	8.12	334.78400000000016	3.9453000000000022	3.0	2.0	6.0	0.0	22.0
3hiv	8.12	1117.813999999999	-5.204300000000004	23.0	9.0	31.0	-2.0	75.0
3rwc	8.12	1169.3959999999986	-5.74890000000003	33.0	15.0	12.0	2.0	84.0
3upx	8.12	335.43100000000004	1.8229000000000009	4.0	2.0	4.0	1.0	25.0
4li8	8.12	525.6260000000007	1.7497999999999996	8.0	2.0	6.0	1.0	37.0
4ngs	8.12	536.5180000000006	-3.4403999999999932	17.0	5.0	10.0	-3.0	38.0
6d1l	8.12	288.2300000000001	0.10509999999999908	3.0	1.0	2.0	0.0	15.0
6dil	8.12	602.6750000000002	7.325500000000006	11.0	2.0	6.0	0.0	42.0
6dj2	8.12	628.8140000000003	4.328140000000003	15.0	4.0	5.0	0.0	46.0
2yk1	8.13	163.24399999999997	0.43120000000000047	1.0	1.0	1.0	1.0	12.0
3dng	8.13	467.50700000000046	1.5408	5.0	4.0	7.0	0.0	33.0
3oev	8.13	599.7530000000003	4.548720000000004	14.0	4.0	6.0	0.0	43.0
3q3k	8.13	466.9740000000005	3.353200000000001	4.0	4.0	4.0	1.0	32.0
4pop	8.13	249.33899999999997	1.8202399999999999	3.0	2.0	5.0	0.0	17.0
4qfr	8.13	394.8390000000003	4.859880000000001	2.0	3.0	5.0	0.0	27.0
4ud7	8.13	1445.6799999999982	-0.8038000000000181	28.0	14.0	18.0	-2.0	104.0
5alc	8.13	522.5780000000005	2.013699999999999	10.0	4.0	11.0	0.0	36.0
5kww	8.13	500.93000000000046	3.8514000000000035	7.0	0.0	7.0	0.0	33.0
1g35	8.14	662.761	3.145100000000002	12.0	3.0	9.0	0.0	47.0
1yqj	8.14	458.5890000000004	4.353500000000005	5.0	1.0	4.0	1.0	35.0
3b4f	8.14	330.3690000000002	1.085800000000001	3.0	4.0	4.0	0.0	23.0
3ljz	8.14	474.51300000000043	2.9110000000000014	7.0	4.0	6.0	0.0	35.0
3lxg	8.14	270.336	2.8554400000000006	3.0	0.0	5.0	0.0	20.0
3odu	8.14	406.6650000000003	5.369000000000005	4.0	1.0	5.0	0.0	27.0
3oe8	8.14	406.6650000000003	5.369000000000005	4.0	1.0	5.0	0.0	27.0
3ryx	8.14	332.25000000000017	1.2614	4.0	2.0	3.0	0.0	21.0
4buq	8.14	278.3449999999999	-0.2266999999999999	8.0	4.0	6.0	0.0	19.0
4isi	8.14	472.01300000000055	1.6444999999999999	8.0	4.0	5.0	1.0	33.0
4jt9	8.14	383.4990000000003	0.9459000000000004	6.0	2.0	7.0	0.0	25.0
4q07	8.14	444.49700000000047	2.042099999999999	6.0	3.0	6.0	0.0	28.0
4zy1	8.14	330.38800000000015	1.7958999999999994	4.0	3.0	5.0	0.0	24.0
5jk3	8.14	372.81600000000026	3.7479000000000022	6.0	2.0	7.0	0.0	26.0
5kup	8.14	529.5760000000004	2.8357	5.0	2.0	9.0	0.0	39.0
5xms	8.14	456.4430000000003	5.571400000000005	3.0	2.0	4.0	0.0	33.0
6dj5	8.14	604.7220000000004	2.7741999999999996	12.0	2.0	9.0	0.0	42.0
6duf	8.14	575.7400000000002	3.9440200000000036	8.0	3.0	8.0	1.0	40.0
6g1w	8.14	516.9890000000005	4.318100000000003	9.0	3.0	8.0	0.0	37.0
1aq1	8.15	465.5330000000004	3.6571000000000025	2.0	1.0	5.0	1.0	35.0
1fkh	8.15	455.63900000000046	5.497700000000006	9.0	0.0	4.0	0.0	33.0
1g27	8.15	329.4410000000001	1.2595000000000003	9.0	2.0	4.0	0.0	23.0
1ikx	8.15	306.77800000000013	3.7067000000000014	3.0	1.0	6.0	0.0	20.0
1jlq	8.15	286.3560000000001	2.5901200000000006	2.0	1.0	4.0	0.0	20.0
1pfy	8.15	478.5330000000003	-3.231099999999996	9.0	5.0	13.0	1.0	31.0
1pmn	8.15	486.4710000000006	4.690300000000003	7.0	2.0	5.0	1.0	33.0
1tfz	8.15	442.5370000000002	3.499520000000002	5.0	0.0	6.0	0.0	31.0
1tt1	8.15	212.225	-3.3695999999999975	4.0	1.0	4.0	-1.0	15.0
1u9x	8.15	464.61800000000056	0.8647700000000009	9.0	4.0	7.0	2.0	34.0
1w5v	8.15	688.7240000000002	2.7062	13.0	6.0	8.0	0.0	50.0
2ayp	8.15	332.35900000000015	3.888600000000002	3.0	3.0	3.0	0.0	25.0
2bed	8.15	474.0500000000005	2.229000000000002	3.0	1.0	4.0	1.0	32.0
2bkz	8.15	358.38300000000027	0.10730000000000062	3.0	3.0	6.0	0.0	25.0
2d1n	8.15	464.65500000000054	-0.39369999999999505	18.0	7.0	3.0	2.0	33.0
2fm2	8.15	726.9160000000003	2.116500000000006	13.0	5.0	8.0	0.0	52.0
2fxu	8.15	704.9900000000005	5.929000000000006	18.0	4.0	8.0	0.0	50.0
2jf4	8.15	336.361	-5.6030999999999915	4.0	9.0	8.0	1.0	23.0
2q1q	8.15	290.36600000000004	0.2639999999999998	2.0	1.0	4.0	0.0	18.0
2wxi	8.15	451.49000000000035	2.1165400000000005	3.0	2.0	9.0	0.0	34.0
2ydk	8.15	345.4480000000002	1.3613000000000008	4.0	4.0	3.0	1.0	24.0
2ywp	8.15	333.7350000000002	2.6628800000000004	4.0	2.0	6.0	0.0	23.0
2zof	8.15	308.37800000000004	-1.5186999999999955	8.0	3.0	4.0	0.0	22.0
3bea	8.15	510.6220000000005	2.2723000000000013	5.0	3.0	7.0	1.0	38.0
3bu1	8.15	112.15599999999999	-0.8058999999999998	2.0	2.0	1.0	1.0	8.0
3byo	8.15	531.6440000000005	3.2767400000000055	4.0	2.0	8.0	1.0	40.0
3d8w	8.15	320.37700000000007	-0.01369999999999938	4.0	2.0	7.0	0.0	19.0
3dz5	8.15	354.39100000000013	-3.258879999999996	6.0	5.0	10.0	1.0	25.0
3faa	8.15	362.3680000000002	3.487820000000002	3.0	2.0	5.0	0.0	27.0
3frz	8.15	503.6470000000006	5.124240000000005	8.0	1.0	8.0	0.0	37.0
3g0b	8.15	340.40700000000015	-0.32231999999999905	3.0	1.0	6.0	1.0	25.0
3h0e	8.15	455.58000000000044	3.2104000000000017	5.0	1.0	6.0	0.0	32.0
3i1y	8.15	316.40400000000005	4.033600000000003	6.0	1.0	2.0	0.0	24.0
3i4b	8.15	413.4810000000003	3.9871200000000027	7.0	4.0	5.0	0.0	31.0
3kb7	8.15	449.5390000000005	0.1615000000000033	5.0	3.0	8.0	1.0	33.0
3l54	8.15	323.35900000000015	4.235100000000003	2.0	1.0	4.0	0.0	25.0
3nw6	8.15	432.4630000000004	3.584800000000002	5.0	2.0	7.0	0.0	32.0
3nww	8.15	483.6660000000004	2.4629000000000003	11.0	5.0	7.0	1.0	34.0
3nxq	8.15	496.45700000000033	-2.4193999999999933	13.0	4.0	8.0	-2.0	34.0
3oaw	8.15	285.31100000000004	1.04812	2.0	2.0	7.0	0.0	21.0
3r4o	8.15	502.3240000000006	5.818800000000004	6.0	2.0	6.0	0.0	33.0
3rtp	8.15	378.4170000000003	2.32278	4.0	2.0	6.0	0.0	27.0
3v5l	8.15	431.5610000000004	6.455900000000005	6.0	3.0	4.0	0.0	31.0
4alv	8.15	488.7930000000005	4.137500000000003	4.0	3.0	4.0	1.0	30.0
4bcf	8.15	462.5830000000005	3.624100000000002	5.0	2.0	9.0	0.0	33.0
4bcg	8.15	421.5540000000004	2.3390000000000004	5.0	3.0	8.0	1.0	30.0
4dbn	8.15	547.9990000000005	6.432080000000004	7.0	2.0	7.0	0.0	38.0
4e4x	8.15	467.4980000000005	2.2196999999999987	9.0	3.0	8.0	0.0	32.0
4eo8	8.15	389.5410000000002	3.145100000000002	4.0	0.0	5.0	-1.0	27.0
4erw	8.15	470.57300000000043	2.152300000000001	2.0	3.0	5.0	2.0	35.0
4ge7	8.15	497.4000000000004	2.3375200000000014	8.0	3.0	10.0	-2.0	35.0
4jr5	8.15	390.5340000000004	2.742800000000001	5.0	2.0	4.0	0.0	26.0
4jze	8.15	556.5990000000003	2.6402000000000028	8.0	4.0	9.0	-1.0	41.0
4kip	8.15	409.8980000000003	4.692420000000003	5.0	2.0	4.0	0.0	28.0
4l33	8.15	305.2890000000001	3.1403800000000013	3.0	0.0	5.0	0.0	23.0
4loo	8.15	339.39800000000014	1.6267000000000005	3.0	2.0	5.0	1.0	25.0
4lop	8.15	339.39800000000014	1.6267000000000005	3.0	2.0	5.0	1.0	25.0
4loq	8.15	339.39800000000014	1.6267000000000005	3.0	2.0	5.0	1.0	25.0
4lxb	8.15	649.162	1.3421000000000012	11.0	3.0	7.0	1.0	42.0
4ly9	8.15	534.6460000000004	1.7009999999999994	6.0	2.0	6.0	1.0	35.0
4mbi	8.15	272.336	-0.9022999999999988	4.0	3.0	4.0	1.0	20.0
4n5t	8.15	1744.0229999999992	-2.216000000000019	32.0	19.0	22.0	-2.0	125.0
4ona	8.15	353.4260000000002	2.9331000000000014	4.0	2.0	6.0	0.0	26.0
4op3	8.15	515.5170000000003	4.467000000000003	6.0	3.0	8.0	0.0	36.0
4qiz	8.15	530.5460000000004	2.4041000000000006	9.0	4.0	7.0	0.0	35.0
4qt1	8.15	380.4740000000003	1.5295999999999998	5.0	3.0	5.0	0.0	26.0
4ufe	8.15	522.6510000000004	0.0028000000000039105	12.0	5.0	4.0	1.0	37.0
4ufg	8.15	550.7050000000004	0.7351000000000039	13.0	4.0	4.0	1.0	39.0
4ufy	8.15	250.30099999999996	3.2069400000000012	1.0	1.0	2.0	0.0	19.0
4uwf	8.15	417.3580000000004	2.1419999999999995	1.0	1.0	5.0	1.0	29.0
4uwg	8.15	392.42200000000025	0.37760000000000193	4.0	1.0	3.0	2.0	27.0
4ycl	8.15	339.415	0.5758000000000001	1.0	3.0	3.0	1.0	25.0
4yl3	8.15	520.7110000000002	7.112300000000004	2.0	1.0	2.0	0.0	32.0
4ytf	8.15	416.76600000000036	3.2913000000000014	5.0	3.0	5.0	0.0	28.0
4zyx	8.15	459.4840000000005	-1.1612999999999987	11.0	4.0	9.0	-2.0	32.0
5brz	8.15	1040.141999999999	-6.304800000000029	30.0	10.0	16.0	-2.0	74.0
5h2u	8.15	489.02500000000055	1.8964400000000008	7.0	4.0	8.0	1.0	33.0
5hmh	8.15	755.7579999999995	5.660900000000006	12.0	0.0	9.0	-1.0	52.0
5jxq	8.15	364.4090000000002	1.5710000000000006	6.0	5.0	6.0	0.0	27.0
5k00	8.15	567.6700000000004	3.616500000000004	11.0	4.0	7.0	1.0	42.0
5kez	8.15	1250.4309999999987	-4.543200000000026	23.0	17.0	15.0	1.0	89.0
