target_chembl_id	uniprot_id	target_name_from_uniprot	target_name_from_pharos	target_family_from_pharos
CHEMBL3229	P97612	Fatty-acid amide hydrolase 1 (EC 3.5.1.99) (Anandamide amidase) (Anandamide amidohydrolase 1) (Fatty acid ester hydrolase) (EC 3.1.1.-) (Oleamide hydrolase 1)	None	Unclassified
CHEMBL3231	Q13464	Rho-associated protein kinase 1 (EC 2.7.11.1) (Renal carcinoma antigen NY-REN-35) (Rho-associated, coiled-coil-containing protein kinase 1) (Rho-associated, coiled-coil-containing protein kinase I) (ROCK-I) (p160 ROCK-1) (p160ROCK)	Rho-associated protein kinase 1	Kinase
CHEMBL3232684	Q9HC52	Chromobox protein homolog 8 (Polycomb 3 homolog) (Pc3) (hPc3) (Rectachrome 1)	Chromobox protein homolog 8	Epigenetic
CHEMBL3232685	O00257	E3 SUMO-protein ligase CBX4 (EC 2.3.2.-) (Chromobox protein homolog 4) (Polycomb 2 homolog) (Pc2) (hPc2)	E3 SUMO-protein ligase CBX4	Epigenetic
CHEMBL3232693	P15379	CD44 antigen (Extracellular matrix receptor III) (ECMR-III) (GP90 lymphocyte homing/adhesion receptor) (HUTCH-I) (Hermes antigen) (Hyaluronate receptor) (Lymphocyte antigen 24) (Ly-24) (Phagocytic glycoprotein 1) (PGP-1) (Phagocytic glycoprotein I) (PGP-I) (CD antigen CD44)	None	Unclassified
CHEMBL3233	P25054	Adenomatous polyposis coli protein (Protein APC) (Deleted in polyposis 2.5)	Adenomatous polyposis coli protein	Other
CHEMBL3234	P08631	Tyrosine-protein kinase HCK (EC 2.7.10.2) (Hematopoietic cell kinase) (Hemopoietic cell kinase) (p59-HCK/p60-HCK) (p59Hck) (p61Hck)	Tyrosine-protein kinase HCK	Kinase
CHEMBL3242	O43570	Carbonic anhydrase 12 (EC 4.2.1.1) (Carbonate dehydratase XII) (Carbonic anhydrase XII) (CA-XII) (Tumor antigen HOM-RCC-3.1.3)	Carbonic anhydrase 12	Enzyme
CHEMBL3253	P02768	Albumin	Serum albumin	Other
CHEMBL3259512	Q07806	Penicillin-binding protein 1A (PBP-1a) (PBP1a) [Includes: Penicillin-insensitive transglycosylase (EC 2.4.1.129) (Peptidoglycan TGase); Penicillin-sensitive transpeptidase (EC 3.4.16.4) (DD-transpeptidase)]	None	Unclassified
CHEMBL3267	P48736	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform (PI3-kinase subunit gamma) (PI3K-gamma) (PI3Kgamma) (PtdIns-3-kinase subunit gamma) (EC 2.7.1.137) (EC 2.7.1.153) (EC 2.7.1.154) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit gamma) (PtdIns-3-kinase subunit p110-gamma) (p110gamma) (Phosphoinositide-3-kinase catalytic gamma polypeptide) (Serine/threonine protein kinase PIK3CG) (EC 2.7.11.1) (p120-PI3K)	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	Kinase
CHEMBL3268	Q9UBF8	Phosphatidylinositol 4-kinase beta (PI4K-beta) (PI4Kbeta) (PtdIns 4-kinase beta) (EC 2.7.1.67) (NPIK) (PI4K92) (PI4KIII)	Phosphatidylinositol 4-kinase beta	Kinase
CHEMBL3277	P13051	Uracil-DNA glycosylase (UDG) (EC 3.2.2.27)	Uracil-DNA glycosylase	Enzyme
CHEMBL3286061	O95470	Sphingosine-1-phosphate lyase 1 (S1PL) (SP-lyase 1) (SPL 1) (hSPL) (EC 4.1.2.27) (Sphingosine-1-phosphate aldolase)	Sphingosine-1-phosphate lyase 1	Enzyme
CHEMBL3286068	O88587	Catechol O-methyltransferase (EC 2.1.1.6)	None	Unclassified
CHEMBL3286	P00749	Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B]	Urokinase-type plasminogen activator	Enzyme
CHEMBL3300	O35795	Ectonucleoside triphosphate diphosphohydrolase 2 (NTPDase 2) (EC 3.6.1.-) (CD39 antigen-like 1) (Ecto-ATP diphosphohydrolase 2) (Ecto-ATPDase 2) (Ecto-ATPase 2)	None	Unclassified
CHEMBL3301388	Q09028	Histone-binding protein RBBP4 (Chromatin assembly factor 1 subunit C) (CAF-1 subunit C) (Chromatin assembly factor I p48 subunit) (CAF-I 48 kDa subunit) (CAF-I p48) (Nucleosome-remodeling factor subunit RBAP48) (Retinoblastoma-binding protein 4) (RBBP-4) (Retinoblastoma-binding protein p48)	Histone-binding protein RBBP4	Other
CHEMBL3301388	Q16576	Histone-binding protein RBBP7 (Histone acetyltransferase type B subunit 2) (Nucleosome-remodeling factor subunit RBAP46) (Retinoblastoma-binding protein 7) (RBBP-7) (Retinoblastoma-binding protein p46)	Histone-binding protein RBBP7	Other
CHEMBL3301388	Q15022	Polycomb protein SUZ12 (Chromatin precipitated E2F target 9 protein) (ChET 9 protein) (Joined to JAZF1 protein) (Suppressor of zeste 12 protein homolog)	Polycomb protein SUZ12	Other
CHEMBL3301400	Q15369	Elongin-C (EloC) (Elongin 15 kDa subunit) (RNA polymerase II transcription factor SIII subunit C) (SIII p15) (Transcription elongation factor B polypeptide 1)	Elongin-C	Other
CHEMBL3301400	Q15370	Elongin-B (EloB) (Elongin 18 kDa subunit) (RNA polymerase II transcription factor SIII subunit B) (SIII p18) (Transcription elongation factor B polypeptide 2)	Elongin-B	Other
CHEMBL3301561	Q8IDJ8	Lysine--tRNA ligase (EC 6.1.1.6) (Lysyl-tRNA synthetase)	None	Unclassified
CHEMBL3305	P04278	Sex hormone-binding globulin (SHBG) (Sex steroid-binding protein) (SBP) (Testis-specific androgen-binding protein) (ABP) (Testosterone-estradiol-binding globulin) (TeBG) (Testosterone-estrogen-binding globulin)	Sex hormone-binding globulin	Other
CHEMBL3308	P55212	Caspase-6 (CASP-6) (EC 3.4.22.59) (Apoptotic protease Mch-2) [Cleaved into: Caspase-6 subunit p18; Caspase-6 subunit p11]	Caspase-6	Enzyme
CHEMBL3309037	P15319	Chaperone protein PapD	None	Unclassified
CHEMBL330	P35439	Glutamate receptor ionotropic, NMDA 1 (GluN1) (Glutamate [NMDA] receptor subunit zeta-1) (N-methyl-D-aspartate receptor subunit NR1) (NMD-R1)	None	Unclassified
CHEMBL3313837	O54050	Xanthine dehydrogenase (EC 1.1.1.204)	None	Unclassified
CHEMBL3329079	O35820	2'-deoxynucleoside 5'-phosphate N-hydrolase 1 (EC 3.2.2.-) (Deoxyribonucleoside 5'-monophosphate N-glycosidase) (c-Myc-responsive protein Rcl)	None	Unclassified
CHEMBL332	P03956	Interstitial collagenase (EC 3.4.24.7) (Fibroblast collagenase) (Matrix metalloproteinase-1) (MMP-1) [Cleaved into: 22 kDa interstitial collagenase; 27 kDa interstitial collagenase]	Interstitial collagenase	Enzyme
CHEMBL3338	P37268	Squalene synthase (SQS) (SS) (EC 2.5.1.21) (FPP:FPP farnesyltransferase) (Farnesyl-diphosphate farnesyltransferase) (Farnesyl-diphosphate farnesyltransferase 1)	Squalene synthase	Enzyme
CHEMBL3344	P05413	Fatty acid-binding protein, heart (Fatty acid-binding protein 3) (Heart-type fatty acid-binding protein) (H-FABP) (Mammary-derived growth inhibitor) (MDGI) (Muscle fatty acid-binding protein) (M-FABP)	Fatty acid-binding protein, heart	Other
CHEMBL3345	P9WPX7	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	None	Unclassified
CHEMBL3351196	Q05097	PA-I galactophilic lectin (PA-IL) (Galactose-binding lectin)	None	Unclassified
CHEMBL3351218	O43598	2'-deoxynucleoside 5'-phosphate N-hydrolase 1 (EC 3.2.2.-) (c-Myc-responsive protein RCL)	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	Enzyme
CHEMBL335	P18031	Tyrosine-protein phosphatase non-receptor type 1 (EC 3.1.3.48) (Protein-tyrosine phosphatase 1B) (PTP-1B)	Tyrosine-protein phosphatase non-receptor type 1	Enzyme
CHEMBL3367	P00959	Methionine--tRNA ligase (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)	None	Unclassified
CHEMBL3384	Q16512	Serine/threonine-protein kinase N1 (EC 2.7.11.13) (Protease-activated kinase 1) (PAK-1) (Protein kinase C-like 1) (Protein kinase C-like PKN) (Protein kinase PKN-alpha) (Protein-kinase C-related kinase 1) (Serine-threonine protein kinase N)	Serine/threonine-protein kinase N1	Kinase
CHEMBL3385	P27361	Mitogen-activated protein kinase 3 (MAP kinase 3) (MAPK 3) (EC 2.7.11.24) (ERT2) (Extracellular signal-regulated kinase 1) (ERK-1) (Insulin-stimulated MAP2 kinase) (MAP kinase isoform p44) (p44-MAPK) (Microtubule-associated protein 2 kinase) (p44-ERK1)	Mitogen-activated protein kinase 3	Kinase
CHEMBL3391	P26639	Threonine--tRNA ligase 1, cytoplasmic (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS) (Threonyl-tRNA synthetase 1)	Threonine--tRNA ligase, cytoplasmic	Enzyme
CHEMBL3392	P00800	Thermolysin (EC 3.4.24.27) (Thermostable neutral proteinase)	None	Unclassified
CHEMBL3394	Q6B856	Tubulin beta-2B chain	None	Unclassified
CHEMBL3401	O75469	Nuclear receptor subfamily 1 group I member 2 (Orphan nuclear receptor PAR1) (Orphan nuclear receptor PXR) (Pregnane X receptor) (Steroid and xenobiotic receptor) (SXR)	Nuclear receptor subfamily 1 group I member 2	Nuclear Receptor
CHEMBL3409	P08263	Glutathione S-transferase A1 (EC 2.5.1.18) (13-hydroperoxyoctadecadienoate peroxidase) (EC 1.11.1.-) (Androst-5-ene-3,17-dione isomerase) (EC 5.3.3.-) (GST HA subunit 1) (GST class-alpha member 1) (GST-epsilon) (GSTA1-1) (GTH1) [Cleaved into: Glutathione S-transferase A1, N-terminally processed]	Glutathione S-transferase A1	Enzyme
CHEMBL3412	Q02853	Stromelysin-3 (SL-3) (ST3) (EC 3.4.24.-) (Matrix metalloproteinase-11) (MMP-11)	None	Unclassified
CHEMBL3414415	P0ACC7	Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23) (N-acetylglucosamine-1-phosphate uridyltransferase); Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)]	None	Unclassified
CHEMBL3419	Q96IY4	Carboxypeptidase B2 (EC 3.4.17.20) (Carboxypeptidase U) (CPU) (Plasma carboxypeptidase B) (pCPB) (Thrombin-activable fibrinolysis inhibitor) (TAFI)	Carboxypeptidase B2	Enzyme
CHEMBL3423	P0AE18	Methionine aminopeptidase (MAP) (MetAP) (EC 3.4.11.18) (Peptidase M)	None	Unclassified
CHEMBL3425392	P60487	Pyridoxal phosphate phosphatase (PLP phosphatase) (EC 3.1.3.3) (EC 3.1.3.74) (Chronophin)	None	Unclassified
CHEMBL3429	P11474	Steroid hormone receptor ERR1 (Estrogen receptor-like 1) (Estrogen-related receptor alpha) (ERR-alpha) (Nuclear receptor subfamily 3 group B member 1)	Steroid hormone receptor ERR1	Nuclear Receptor
CHEMBL3437	Q16853	Membrane primary amine oxidase (EC 1.4.3.21) (Copper amine oxidase) (HPAO) (Semicarbazide-sensitive amine oxidase) (SSAO) (Vascular adhesion protein 1) (VAP-1)	Membrane primary amine oxidase	Enzyme
CHEMBL3439	Q07075	Glutamyl aminopeptidase (EAP) (EC 3.4.11.7) (Aminopeptidase A) (AP-A) (Differentiation antigen gp160) (CD antigen CD249)	Glutamyl aminopeptidase	Enzyme
CHEMBL3468	P55210	Caspase-7 (CASP-7) (EC 3.4.22.60) (Apoptotic protease Mch-3) (CMH-1) (ICE-like apoptotic protease 3) (ICE-LAP3) [Cleaved into: Caspase-7 subunit p20; Caspase-7 subunit p11]	Caspase-7	Enzyme
CHEMBL3474	P14555	Phospholipase A2, membrane associated (EC 3.1.1.4) (GIIC sPLA2) (Group IIA phospholipase A2) (Non-pancreatic secretory phospholipase A2) (NPS-PLA2) (Phosphatidylcholine 2-acylhydrolase 2A)	Phospholipase A2, membrane associated	Enzyme
CHEMBL3475	P05121	Plasminogen activator inhibitor 1 (PAI) (PAI-1) (Endothelial plasminogen activator inhibitor) (Serpin E1)	Plasminogen activator inhibitor 1	Other
CHEMBL3481	P00730	Carboxypeptidase A1 (EC 3.4.17.1)	None	Unclassified
CHEMBL3503	P19491	Glutamate receptor 2 (GluR-2) (AMPA-selective glutamate receptor 2) (GluR-B) (GluR-K2) (Glutamate receptor ionotropic, AMPA 2) (GluA2)	None	Unclassified
CHEMBL3504	P19492	Glutamate receptor 3 (GluR-3) (AMPA-selective glutamate receptor 3) (GluR-C) (GluR-K3) (Glutamate receptor ionotropic, AMPA 3) (GluA3)	None	Unclassified
CHEMBL3505	P19493	Glutamate receptor 4 (GluR-4) (GluR4) (AMPA-selective glutamate receptor 4) (GluR-D) (Glutamate receptor ionotropic, AMPA 4) (GluA4)	None	Unclassified
CHEMBL3510	Q9ULX7	Carbonic anhydrase 14 (EC 4.2.1.1) (Carbonate dehydratase XIV) (Carbonic anhydrase XIV) (CA-XIV)	Carbonic anhydrase 14	Enzyme
CHEMBL3514	Q13093	Platelet-activating factor acetylhydrolase (PAF acetylhydrolase) (EC 3.1.1.47) (1-alkyl-2-acetylglycerophosphocholine esterase) (2-acetyl-1-alkylglycerophosphocholine esterase) (Group-VIIA phospholipase A2) (gVIIA-PLA2) (LDL-associated phospholipase A2) (LDL-PLA(2)) (PAF 2-acylhydrolase)	Platelet-activating factor acetylhydrolase	Enzyme
CHEMBL3524	P56524	Histone deacetylase 4 (HD4) (EC 3.5.1.98)	Histone deacetylase 4	Epigenetic
CHEMBL3530	O14733	Dual specificity mitogen-activated protein kinase kinase 7 (MAP kinase kinase 7) (MAPKK 7) (EC 2.7.12.2) (JNK-activating kinase 2) (MAPK/ERK kinase 7) (MEK 7) (Stress-activated protein kinase kinase 4) (SAPK kinase 4) (SAPKK-4) (SAPKK4) (c-Jun N-terminal kinase kinase 2) (JNK kinase 2) (JNKK 2)	Dual specificity mitogen-activated protein kinase kinase 7	Kinase
CHEMBL3535	O76083	High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A (EC 3.1.4.35)	High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A	Enzyme
CHEMBL3536	P02829	ATP-dependent molecular chaperone HSP82 (82 kDa heat shock protein) (Heat shock protein Hsp90 heat-inducible isoform)	None	Unclassified
CHEMBL3548	P30418	Glycylpeptide N-tetradecanoyltransferase (EC 2.3.1.97) (Myristoyl-CoA:protein N-myristoyltransferase) (NMT) (Peptide N-myristoyltransferase)	None	Unclassified
CHEMBL3553	P29597	Non-receptor tyrosine-protein kinase TYK2 (EC 2.7.10.2)	Non-receptor tyrosine-protein kinase TYK2	Kinase
CHEMBL3559644	P06709	Bifunctional ligase/repressor BirA (Biotin operon repressor) (Biotin--[acetyl-CoA-carboxylase] ligase) (EC 6.3.4.15) (Biotin--protein ligase) (Biotin-[acetyl-CoA carboxylase] synthetase)	None	Unclassified
CHEMBL3559645	P0AEG4	Thiol:disulfide interchange protein DsbA	None	Unclassified
CHEMBL3562164	Q9Z2X8	Kelch-like ECH-associated protein 1 (Cytosolic inhibitor of Nrf2) (INrf2)	None	Unclassified
CHEMBL3563	P25779	Cruzipain (EC 3.4.22.51) (Cruzaine) (Major cysteine proteinase)	None	Unclassified
CHEMBL3569	P33247	Squalene--hopene cyclase (EC 4.2.1.129) (EC 5.4.99.17) (Squalene--hopanol cyclase)	None	Unclassified
CHEMBL3577	P00352	Retinal dehydrogenase 1 (RALDH 1) (RalDH1) (EC 1.2.1.-) (EC 1.2.1.36) (ALDH-E1) (ALHDII) (Aldehyde dehydrogenase family 1 member A1) (Aldehyde dehydrogenase, cytosolic)	Retinal dehydrogenase 1	Enzyme
CHEMBL3580522	Q9NZQ7	Programmed cell death 1 ligand 1 (PD-L1) (PDCD1 ligand 1) (Programmed death ligand 1) (hPD-L1) (B7 homolog 1) (B7-H1) (CD antigen CD274)	Programmed cell death 1 ligand 1	Other
CHEMBL3587	Q02750	Dual specificity mitogen-activated protein kinase kinase 1 (MAP kinase kinase 1) (MAPKK 1) (MKK1) (EC 2.7.12.2) (ERK activator kinase 1) (MAPK/ERK kinase 1) (MEK 1)	Dual specificity mitogen-activated protein kinase kinase 1	Kinase
CHEMBL3589	P55263	Adenosine kinase (AK) (EC 2.7.1.20) (Adenosine 5'-phosphotransferase)	Adenosine kinase	Kinase
CHEMBL3593	P48449	Lanosterol synthase (EC 5.4.99.7) (2,3-epoxysqualene--lanosterol cyclase) (Oxidosqualene--lanosterol cyclase) (OSC) (hOSC)	Lanosterol synthase	Enzyme
CHEMBL3594	Q16790	Carbonic anhydrase 9 (EC 4.2.1.1) (Carbonate dehydratase IX) (Carbonic anhydrase IX) (CA-IX) (CAIX) (Membrane antigen MN) (P54/58N) (Renal cell carcinoma-associated antigen G250) (RCC-associated antigen G250) (pMW1)	Carbonic anhydrase 9	Enzyme
CHEMBL3607	P42260	Glutamate receptor ionotropic, kainate 2 (GluK2) (Glutamate receptor 6) (GluR-6) (GluR6)	None	Unclassified
CHEMBL3611962	I6YFP0	Biotin--[acetyl-CoA-carboxylase] ligase (EC 6.3.4.15) (Biotin--[biotin carboxyl-carrier protein] ligase) (Biotin--protein ligase) (BPL) (Biotin-[acetyl-CoA carboxylase] synthetase)	None	Unclassified
CHEMBL3616354	O15382	Branched-chain-amino-acid aminotransferase, mitochondrial (BCAT(m)) (EC 2.6.1.42) (Placental protein 18) (PP18)	Branched-chain-amino-acid aminotransferase, mitochondrial	Enzyme
CHEMBL3616	P24723	Protein kinase C eta type (EC 2.7.11.13) (PKC-L) (nPKC-eta)	Protein kinase C eta type	Kinase
CHEMBL3629	P68400	Casein kinase II subunit alpha (CK II alpha) (EC 2.7.11.1)	Casein kinase II subunit alpha	Kinase
CHEMBL3632452	Q9UDY8	Mucosa-associated lymphoid tissue lymphoma translocation protein 1 (EC 3.4.22.-) (MALT lymphoma-associated translocation) (Paracaspase)	Mucosa-associated lymphoid tissue lymphoma translocation protein 1	Other
CHEMBL3638326	P03367	Gag-Pol polyprotein (Pr160Gag-Pol) [Cleaved into: Matrix protein p17 (MA); Capsid protein p24 (CA); Spacer peptide 1 (SP1) (p2); Nucleocapsid protein p7 (NC); Transframe peptide (TF); p6-pol (p6*); Protease (EC 3.4.23.16) (PR) (Retropepsin); Reverse transcriptase/ribonuclease H (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.13) (Exoribonuclease H) (EC 3.1.13.2) (p66 RT); p51 RT; p15; Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-)]	None	Unclassified
CHEMBL3638331	P03369	Gag-Pol polyprotein (Pr160Gag-Pol) [Cleaved into: Matrix protein p17 (MA); Capsid protein p24 (CA); Spacer peptide 1 (SP1) (p2); Nucleocapsid protein p7 (NC); Transframe peptide (TF); p6-pol (p6*); Protease (EC 3.4.23.16) (PR) (Retropepsin); Reverse transcriptase/ribonuclease H (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.13) (Exoribonuclease H) (EC 3.1.13.2) (p66 RT); p51 RT; p15; Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-)]	None	Unclassified
CHEMBL3638332	O92972	Genome polyprotein [Cleaved into: Core protein precursor (Capsid protein C) (p23); Mature core protein (p21); Envelope glycoprotein E1 (gp32) (gp35); Envelope glycoprotein E2 (NS1) (gp68) (gp70); Viroporin p7; Protease NS2 (p23) (EC 3.4.22.-) (Non-structural protein 2) (NS2); Serine protease/helicase NS3 (EC 3.4.21.98) (EC 3.6.1.15) (EC 3.6.4.13) (Hepacivirin) (NS3 helicase) (NS3 protease) (NS3P) (Viroporin p70); Non-structural protein 4A (NS4A) (p8); Non-structural protein 4B (NS4B) (p27); Non-structural protein 5A (NS5A) (p56/58); RNA-directed RNA polymerase (EC 2.7.7.48) (NS5B) (p68)]	None	Unclassified
CHEMBL3638349	Q9NXS2	Glutaminyl-peptide cyclotransferase-like protein (EC 2.3.2.5) (Golgi-resident glutaminyl-peptide cyclotransferase) (isoQC) (gQC)	Glutaminyl-peptide cyclotransferase-like protein	Enzyme
CHEMBL3650	P11362	Fibroblast growth factor receptor 1 (FGFR-1) (EC 2.7.10.1) (Basic fibroblast growth factor receptor 1) (BFGFR) (bFGF-R-1) (Fms-like tyrosine kinase 2) (FLT-2) (N-sam) (Proto-oncogene c-Fgr) (CD antigen CD331)	Fibroblast growth factor receptor 1	Kinase
CHEMBL3655	P00523	Proto-oncogene tyrosine-protein kinase Src (EC 2.7.10.2) (Proto-oncogene c-Src) (pp60c-src) (p60-Src)	None	Unclassified
CHEMBL3663	P62993	Growth factor receptor-bound protein 2 (Adapter protein GRB2) (Protein Ash) (SH2/SH3 adapter GRB2)	Growth factor receptor-bound protein 2	Other
CHEMBL3674	Q01469	Fatty acid-binding protein 5 (Epidermal-type fatty acid-binding protein) (E-FABP) (Fatty acid-binding protein, epidermal) (Psoriasis-associated fatty acid-binding protein homolog) (PA-FABP)	Fatty acid-binding protein 5	Other
CHEMBL3683	Q13002	Glutamate receptor ionotropic, kainate 2 (GluK2) (Excitatory amino acid receptor 4) (EAA4) (Glutamate receptor 6) (GluR-6) (GluR6)	Glutamate receptor ionotropic, kainate 2	Ion Channel
CHEMBL3691	Q13822	Ectonucleotide pyrophosphatase/phosphodiesterase family member 2 (E-NPP 2) (EC 3.1.4.39) (Autotaxin) (Extracellular lysophospholipase D) (LysoPLD)	Ectonucleotide pyrophosphatase/phosphodiesterase family member 2	Enzyme
CHEMBL3706	P78536	Disintegrin and metalloproteinase domain-containing protein 17 (ADAM 17) (EC 3.4.24.86) (Snake venom-like protease) (TNF-alpha convertase) (TNF-alpha-converting enzyme) (CD antigen CD156b)	Disintegrin and metalloproteinase domain-containing protein 17	Enzyme
CHEMBL3708197	P49902	Cytosolic purine 5'-nucleotidase (EC 3.1.3.5) (Cytosolic 5'-nucleotidase II)	Cytosolic purine 5'-nucleotidase	Enzyme
CHEMBL3708265	P36639	7,8-dihydro-8-oxoguanine triphosphatase (EC 3.6.1.55) (2-hydroxy-dATP diphosphatase) (EC 3.6.1.56) (8-oxo-dGTPase) (Nucleoside diphosphate-linked moiety X motif 1) (Nudix motif 1)	7,8-dihydro-8-oxoguanine triphosphatase	Enzyme
CHEMBL3710	P43115	Prostaglandin E2 receptor EP3 subtype (PGE receptor EP3 subtype) (PGE2 receptor EP3 subtype) (PGE2-R) (Prostanoid EP3 receptor)	Prostaglandin E2 receptor EP3 subtype	GPCR
CHEMBL3711550	P21146	Beta-adrenergic receptor kinase 1 (Beta-ARK-1) (EC 2.7.11.15) (G-protein-coupled receptor kinase 2)	None	Unclassified
CHEMBL3717	P08581	Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)	Hepatocyte growth factor receptor	Kinase
CHEMBL3729	P22748	Carbonic anhydrase 4 (EC 4.2.1.1) (Carbonate dehydratase IV) (Carbonic anhydrase IV) (CA-IV)	Carbonic anhydrase 4	Enzyme
CHEMBL3744	P42264	Glutamate receptor ionotropic, kainate 3 (GluK3) (Glutamate receptor 7) (GluR-7) (GluR7)	None	Unclassified
CHEMBL3750	Q01693	Bacterial leucyl aminopeptidase (EC 3.4.11.10)	None	Unclassified
CHEMBL3751653	Q8TCD5	5'(3')-deoxyribonucleotidase, cytosolic type (EC 3.1.3.-) (Cytosolic 5',3'-pyrimidine nucleotidase) (Deoxy-5'-nucleotidase 1) (dNT-1)	5'(3')-deoxyribonucleotidase, cytosolic type	Enzyme
CHEMBL3751654	Q9NPB1	5'(3')-deoxyribonucleotidase, mitochondrial (5',3'-nucleotidase, mitochondrial) (EC 3.1.3.-) (Deoxy-5'-nucleotidase 2) (dNT-2)	5'(3')-deoxyribonucleotidase, mitochondrial	Enzyme
CHEMBL3763007	A4TVL0	Cereblon isoform 4	None	Unclassified
CHEMBL3763008	Q96SW2	Protein cereblon	Protein cereblon	Other
CHEMBL3769	P00760	Cationic trypsin (EC 3.4.21.4) (Beta-trypsin) [Cleaved into: Alpha-trypsin chain 1; Alpha-trypsin chain 2]	None	Unclassified
CHEMBL3774295	Q9UGL1	Lysine-specific demethylase 5B (EC 1.14.11.67) (Cancer/testis antigen 31) (CT31) (Histone demethylase JARID1B) (Jumonji/ARID domain-containing protein 1B) (PLU-1) (Retinoblastoma-binding protein 2 homolog 1) (RBP2-H1) ([histone H3]-trimethyl-L-lysine(4) demethylase 5B)	Lysine-specific demethylase 5B	TF-Epigenetic
CHEMBL3776	Q14790	Caspase-8 (CASP-8) (EC 3.4.22.61) (Apoptotic cysteine protease) (Apoptotic protease Mch-5) (CAP4) (FADD-homologous ICE/ced-3-like protease) (FADD-like ICE) (FLICE) (ICE-like apoptotic protease 5) (MORT1-associated ced-3 homolog) (MACH) [Cleaved into: Caspase-8 subunit p18; Caspase-8 subunit p10]	Caspase-8	Enzyme
CHEMBL3778	Q9NWZ3	Interleukin-1 receptor-associated kinase 4 (IRAK-4) (EC 2.7.11.1) (Renal carcinoma antigen NY-REN-64)	Interleukin-1 receptor-associated kinase 4	Kinase
CHEMBL3779761	Q14781	Chromobox protein homolog 2	Chromobox protein homolog 2	Epigenetic
CHEMBL3797017	A5H660	Histone deacetylase 8	None	Unclassified
CHEMBL3798	Q16602	Calcitonin gene-related peptide type 1 receptor (CGRP type 1 receptor) (Calcitonin receptor-like receptor)	Calcitonin gene-related peptide type 1 receptor	GPCR
CHEMBL3813	P22411	Dipeptidyl peptidase 4 (EC 3.4.14.5) (Dipeptidyl peptidase IV) (DPP IV) (T-cell activation antigen CD26) (CD antigen CD26) [Cleaved into: Dipeptidyl peptidase 4 membrane form (Dipeptidyl peptidase IV membrane form); Dipeptidyl peptidase 4 soluble form (Dipeptidyl peptidase IV soluble form)]	None	Unclassified
CHEMBL3826863	O15540	Fatty acid-binding protein, brain (Brain lipid-binding protein) (BLBP) (Brain-type fatty acid-binding protein) (B-FABP) (Fatty acid-binding protein 7) (Mammary-derived growth inhibitor related)	Fatty acid-binding protein, brain	Other
CHEMBL3826871	Q9R1E6	Ectonucleotide pyrophosphatase/phosphodiesterase family member 2 (E-NPP 2) (EC 3.1.4.39) (Autotaxin) (Extracellular lysophospholipase D) (LysoPLD)	None	Unclassified
CHEMBL3835	P51955	Serine/threonine-protein kinase Nek2 (EC 2.7.11.1) (HSPK 21) (Never in mitosis A-related kinase 2) (NimA-related protein kinase 2) (NimA-like protein kinase 1)	Serine/threonine-protein kinase Nek2	Kinase
CHEMBL3837	P07711	Procathepsin L (EC 3.4.22.15) (Cathepsin L1) (Major excreted protein) (MEP) [Cleaved into: Cathepsin L; Cathepsin L heavy chain; Cathepsin L light chain]	Cathepsin L1	Enzyme
CHEMBL3855	P47205	UDP-3-O-acyl-N-acetylglucosamine deacetylase (UDP-3-O-acyl-GlcNAc deacetylase) (EC 3.5.1.108) (UDP-3-O-[R-3-hydroxymyristoyl]-N-acetylglucosamine deacetylase)	None	Unclassified
CHEMBL3860	O43924	Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta (GMP-PDE delta) (Protein p17)	Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta	Enzyme
CHEMBL3861	Q15119	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial (EC 2.7.11.2) (Pyruvate dehydrogenase kinase isoform 2) (PDH kinase 2) (PDKII)	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial	Kinase
