pdbid	crylig_smiles	crylig_heavy_atom_number
3lpk	COC[C@H]1CCCN1C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(S(=O)(=O)c3cccc(C)c3)CC[NH2+]2)c1	48
3k5d	CCCCNC(=O)[C@H](C)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(C)C)NC(C)=O	37
3l38	Nc1cccc(Cn2c(-c3ccc(Oc4cncnc4)cc3)ccc2-c2ccccc2Cl)n1	33
3l3a	N#CCCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2cccc(N)n2)cc1	32
3lhg	CN1C(=O)[C@@](c2ccncc2)(c2cccc(-c3cc(F)ccc3F)c2)N[C@H]1N	28
2q15	CN(C(=O)CC[C@@H](C1CCCCC1)N1Cc2cc(Oc3ccccc3)ccc2N=C1N)C1CCCCC1	37
1ym4	CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H]([NH3+])CCC(=O)O)C(C)C)[C@@H](O)[C@@H]1CCC[C@H]1C(=O)N[C@@H](C)C(=O)O	45
3lpi	CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(S(=O)(=O)c3ccccc3)CC[NH2+]2)c1	46
2qmg	COC[C@H]1CCCN1C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](Oc3ccccc3)C[NH2+]2)c1	44
3lpj	CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[N@@H+](Cc3ccccc3)CC[NH2+]2)c1	44
3tpp	C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]C2CC2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1	41
1tqf	C[C@@H](NC(=O)c1cc(OCC(=O)NCCCCC[NH3+])cc(OS(=O)(=O)Cc2ccccc2)c1)c1ccc(F)cc1	40
2wf3	CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]Cc2cccc(OC)c2)cc2c1CCCS(=O)(=O)N2C	41
3ivh	CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)C[NH2+]C1(c2cccc(C(C)(C)C)c2)CCCCC1	34
2xfk	CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+][C@@H](C)C(=O)NC2CCCCC2)cc(N(c2ccccc2)S(C)(=O)=O)c1	46
2xfi	C[C@H]([NH2+]C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(N(c2ccccc2)S(C)(=O)=O)c1)C(=O)NC1CCCCC1	43
2viy	CCCCCS(=O)(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+][C@@H](C)C(=O)NC2CCCCC2)c1	40
3s2o	CC[C@@H](CC(=O)N[C@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@@H]1C3)n1c(N)nc2cc(Cl)ccc21	28
3msj	Nc1nc2cc(Cl)ccc2n1CCCO	15
3msk	CN(C(=O)CCCn1c(N)nc2cc(Cl)ccc21)C1CCCCC1	24
3msl	CC[C@@H](CC(=O)NCC1CCCCC1)n1c(N)nc2cc(Cl)ccc21	25
3kyr	CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H]([NH3+])CNC(=O)c1nnn[nH]1)C(C)C)C(=O)NC[C@](O)(CCc1ccccc1)C(=O)Nc1cccc(C(=O)O)c1	52
3nsh	CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)C[NH2+]C1(c2cc(CC(C)(C)C)cs2)CC1	31
3l5e	CCC[C@H]1CN(Cc2ccc(CN3C(=O)[C@@](CCC4CCCCC4)(CC4CCCCC4)N[C@H]3N)cc2)C(=O)N1	39
3n4l	CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)C[NH2+]C1(c2cccc(-n3cccn3)c2)CCCCC1	35
3ooz	CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2ccc(F)c(C#CCCCF)c2)N[C@@H]1N	31
4d83	CC(C)(C)c1cccc(C[NH2+][C@H]2CS(=O)(=O)C[C@@H](Cc3ccc4[nH]cc(CC(F)F)c4c3)[C@@H]2O)c1	35
3qbh	CCCN1C(=O)OC[C@@H]1Cc1cc(C[C@@H]2CS(=O)(=O)C[C@H]([NH2+]Cc3cccc(C(C)C)c3)[C@H]2O)ccc1O	38
4gid	CC(C)CNC(=O)[C@@H]([NH2+]C[C@H](Cc1ccccc1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)[C@@H](C)O	47
3inh	CN1C(=O)[C@@](c2ccc(OC(F)(F)F)cc2)(c2ccc(F)c(-c3cncnc3)c2)N[C@@H]1N	32
3pi5	O=S1(=O)C[C@@H](Cc2ccc(O)c(Br)c2)[C@H](O)[C@@H]([NH2+]Cc2cccc(C3CC3)c2)C1	29
3vf3	CC(F)(F)c1cccc(C[NH2+][C@H]2CS(=O)(=O)C[C@@H](Cc3cc(F)c(N)c(Br)c3)[C@@H]2O)c1	31
3rtn	Cc1ccccc1-c1ccc2nc(N)c(CCC(=O)NC3CCCCC3)cc2c1	29
2ohl	Nc1ccc2ccccc2n1	11
3rsx	Nc1ccc2cc(-c3ccsc3)ccc2n1	16
3rth	CC(C)(C)C#Cc1ccccc1-c1ccc2nc(N)ccc2c1	23
5i3x	CC(C)(C)CCNC(=O)CCc1cc2cc(-c3ccccc3C#CCC3(NC(=O)c4ccc(F)cc4)CC3)ccc2nc1N	44
3rsv	Cc1ccccc1-c1ccc2nc(N)c(C[C@@H](C)C(=O)N[C@@H]3CCOC(C)(C)C3)cc2c1	32
3rvi	CCC[C@H](Cc1cc2cc(-c3ccccc3C)ccc2nc1N)C(=O)NCC1CCCCC1	33
5ie1	Cc1ccccc1-c1ccc2nc(N)c(CCC(=O)NCCC(C)(C)C)cc2c1	29
3s7l	CCn1cc([C@]2(c3cccc(-c4cncnc4)c3)N[C@H](N)N(C)C2=O)cn1	27
3s7m	CN1C(=O)[C@@](c2ccsc2)(c2cccc(-c3cccnc3)c2)N[C@@H]1N	25
3duy	CCCCNC(=O)[C@H](C)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC(=O)CCC(C)C	33
1ym2	CCCCNC(=O)[C@@H](NC(=O)[C@@H]1CC(=O)C[C@H]1[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(C)C)NC(C)=O)C(C)C	47
3dv1	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1C[C@H](C)CCCCCCCC(=O)N[C@@H](C)C(=O)N1	31
3r2f	CCCO[C@H]1C[NH2+][C@@H]([C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)[C@H](CCc2ccccc2)N2CC[C@@](CC(C)C)(NC(C)=O)C2=O)C1	47
3skg	CC(=O)N[C@]1(CC(C)C)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2Cc3ccccc3C[NH2+]2)C1=O	48
3veu	CCC[N@H+]1CCC[C@@]12CCN([C@@H](C)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C[NH2+]Cc1cccc(C(C)C)c1)C2=O	40
3skf	CC[C@H](C)[C@@]1(NC(C)=O)CC[N@H+]([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]Cc2cccc(OC)c2)[C@H]1O	47
3cib	CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](Cc3ccccc3)CC[NH2+]2)c1	44
3ohh	CCCCN(C)C(=O)n1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)C[NH2+]Cc2cccc(OC)c2)c2cc(C#N)ccc21	45
3u6a	CN1CC(=N)N[C@](C)(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)C1=O	26
3ufl	O=C([C@@H]1C[NH2+]C[C@]12CCCc1ccccc12)N1CC[C@@H](c2ccccc2)C[C@H]1c1ccccc1	34
4acu	COc1cccc(-c2cccc([C@@]3(c4ccncc4)NC(=[NH2+])[N+]4=C3NCC(F)(F)C4)c2)c1F	33
4acx	COCC#Cc1cccc([C@@]2(c3ccc(OC(F)F)cc3)N[C@@H](N)N3CC(F)(F)CN=C32)c1	33
2fdp	CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@@H]([NH3+])C[C@@H](C)C(=O)Nc2ccc(F)cc2)c1	41
2b8v	CN(c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]C2CC2)cc(C(=O)c2ccccc2)c1)S(C)(=O)=O	38
4djx	CN1C(=O)[C@](c2cccc(-c3cncc(Cl)c3)c2)(C2CC2)N[C@H]1N	24
4djv	COc1cccc(-c2cccc([C@@]3(c4ccccc4)N[C@@H](N)N(C)C3=O)c2)c1	28
3in3	CN1C(=O)[C@@](c2ccncc2)(c2cccc(-c3cccnc3)c2)N[C@@H]1N	26
4djw	CN1C(=O)[C@@](c2ccccc2)(c2cccc(-c3cccnc3)c2)N[C@@H]1N	26
4djy	CC#Cc1cncc(-c2cccc([C@@]3(C4CC4)N[C@@H](N)N(C)C3=O)c2)c1	26
3ine	COc1ccc([C@]2([C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)N[C@H](N)N(C)C2=O)cc1C	27
2vkm	COc1cccc(C[NH2+]C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc(C(=O)N[C@H](C)c3ccccc3)cc(N(C)S(C)(=O)=O)c2)c1	47
2vnm	CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]Cc2cccc(C(F)(F)F)c2)cc(N2CCCCS2(=O)=O)c1	43
4di2	CO[C@H](C)C(=O)N[C@@H](Cc1cccc(-c2nccs2)c1)[C@H](O)C[NH2+][C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21	42
4k8s	CCc1ccc2c(c1)[C@@H]([NH2+]C[C@@H](O)[C@@H]1Cc3cccc(c3)CCCCCCCC(=O)N1)CC1(CCC1)O2	37
4ke0	CCc1ccc2c(c1)[C@@H]([NH2+]C[C@@H](O)[C@@H]1Cc3cccc(c3)CCCCCCC(=O)N1)CC1(CCC1)O2	36
4dus	CC(=O)N[C@@H](Cc1ccc(F)cc1)[C@H](O)C[NH2+][C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21	35
4dh6	CO[C@H](C)C(=O)N[C@@H](Cc1ccc2c(c1)OCO2)[C@H](O)C[NH2+][C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21	40
4dpf	CC(C)c1cccc(C[NH2+]C[C@@H](O)[C@@H]2COC/C=C/C[C@@H](c3ccccc3)NC(=O)c3cc(cc(N(C)S(C)(=O)=O)c3)C(=O)N2)c1	46
4dpi	Cc1cc2cc(c1)[C@@H](O)[NH2+][C@@H](c1ccccc1)C/C=C/COC[C@@H]([C@H](O)C[NH2+]Cc1cccc(C(C)C)c1)NC2=O	41
4d85	CC(C)(C)c1cccc(C[NH2+][C@H]2CS(=O)(=O)C[C@@H](Cc3cc(F)c4c(c3)C3(CCC(F)(F)CC3)CN4)[C@@H]2O)c1	39
4d88	CC(C)(C)c1cccc(C[NH2+][C@H]2CS(=O)(=O)C[C@@H](Cc3cc(F)c(N)c(C[C@H](O)C(F)(F)F)c3)[C@@H]2O)c1	37
4d8c	CCOC[C@@H](Oc1cc(C[C@@H]2CS(=O)(=O)C[C@H]([NH2+]Cc3cccc(C(C)(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F	40
3vg1	CC(C)(C)c1cccc(C[NH2+][C@H]2CS(=O)(=O)C[C@@H](Cc3ccc4[nH]cc(CC(F)F)c4c3)[C@@H]2O)c1	35
2f3e	CCCCNC(=O)[C@@H](NC(=O)[C@H](C)C[C@H](O)[C@@H]1CSC/C=C/CSC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N1)C(C)C	45
2p4j	CC(C)C[C@H](NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NC(C)C)C(C)C	49
2f3f	CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSC/C=C/CS[C@H]2CCC[NH2+][C@H]2C(=O)N[C@@H](C)C(=O)N1	34
4i11	CC1(C)Cc2ccccc2C(N[C@@H](Cc2ccccc2)C(=O)O)=N1	24
4ha5	C[N+]1=C(N)N[C@](C)(c2cc(-c3cccc(C#N)c3)cs2)CC1=O	23
4ke1	CCc1ccc2c(c1)[C@@H]([NH2+]C[C@@H](O)[C@@H]1Cc3cccc(c3)CCCCn3cc(ccc3=O)C(=O)N1)CC1(CCC1)O2	41
4frs	CC#Cc1cncc(-c2cc(Cl)c([C@]3(C)CC(=O)[N+](C)=C(N)N3)s2)c1	25
4b00	CC#Cc1cncc(-c2cccc([C@@]3(c4cc(C)c(=O)n(CC)c4)N[C@@H](N)c4c(F)cccc43)c2)c1	36
4rro	CN1C(=O)[C@]2(N[C@@H]1N)c1cc(-c3cccnc3F)ccc1O[C@]1(C)CCCO[C@@H]21	29
4r5n	C[C@]12CCCO[C@@H]1[C@]1(CO[C@@H](N)N1)c1cc(-c3cccnc3F)ccc1O2	27
4xkx	N[C@H]1N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc(-c3ccnc(F)c3)cc12	33
4rcd	CC1(C#Cc2cnc3c(c2)[C@]2(CO[C@H](N)N2)c2cc(-c4cccnc4F)ccc2O3)COC1	33
5uyu	CC#Cc1cncc(-c2ccc3c(c2)[C@@]2(CO[C@@H](N)N2)c2cc(C4=CCOCC4)ncc2O3)c1	34
4exg	CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)C[NH2+][C@H]1CC(C)(C)Oc2sc(CC(C)(C)C)cc21	32
4ewo	CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)C[NH2+][C@H]1CC(C)(C)Cc2nn(CC(C)(C)C)cc21	32
3vv6	C[n+]1c(N)[nH]c([C@H]2C[C@H]2c2ccccc2)cc1=O	18
2ze1	NC(N)NC(=O)Cn1c(-c2ccccc2)ccc1-c1ccc(NC(=O)c2cccc(Br)c2)cc1	34
2va5	Nc1nc(CCc2ccc3cc[nH]c3c2)cc(=O)[nH]1	19
4azy	N[C@@H]1N[C@](c2ccnc(C(F)(F)F)c2)(c2ccc(F)c(-c3cncnc3)c2)c2cccc(F)c21	34
4fri	COc1ccc([C@@]2(c3cccc(-c4cccnc4F)c3)CO[C@@H](N)N2)cc1	27
4frj	COc1ccc2c(c1)[C@]1(COC(=N)N1)c1cc(-c3cc(Cl)ccc3F)ccc1O2	29
4rce	CC(C)(C)COc1ccc2c(c1)[C@]1(CO[C@H](N)N1)c1cc(-c3cncnc3)ccc1O2	31
4frk	CC(C)COc1ccc2c(c1)[C@]1(CO[C@@H](N)N1)c1cc(-c3cncnc3)ccc1O2	30
4fm8	CC(C)Oc1cccc(C[N@H+]2CC[C@@]3(C[C@@H]2C)CN(C)S(=O)(=O)N3c2cccc(F)c2)c1	32
4fm7	CC(C)Oc1cc(C[N@H+]2CC[C@@]3(C[C@@H]2C)CN(C)S(=O)(=O)N3c2cccc(F)c2)ccc1O	33
4b05	N[C@@H]1N[C@@](c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)F)c2)c2cccc(F)c21	32
4h3g	C[N+]1=C(N)N[C@@]2(c3cc(-c4cccc(C#N)c4)cs3)CN(c3ncccc3C#N)C[C@H]2C1=O	33
4h3f	COc1cccc(N2C[C@H]3C(=O)[N+](C)=C(N)N[C@@]3(c3cc(-c4cccc(C#N)c4)cs3)C2)n1	33
5hd0	C[N+]1=C(N)N[C@@]2(c3cc(-c4cccc(C#N)c4)cs3)CN(c3ncc(F)cn3)C[C@H]2C1=O	32
5hdu	COc1nc(N2C[C@H]3C(=O)[N+](C)=C(N)N[C@@]3(c3cc(-c4cccc(C#N)c4)cs3)C2)ncc1F	34
4h3j	C[N+]1=C(N)N[C@@]2(c3ccc(-c4ccc(F)c(C#N)c4)s3)CN(c3ccccc3)C[C@H]2C1=O	32
4fsl	COc1ccc(-c2nsc(C)c2C(=O)N[C@@H](N)NCc2cc(C)c(NC(C)=O)c(Cl)c2)cc1	33
5he4	COc1nc(N2C[C@H]3C(=O)[N+](C)=C(N)N[C@@]3(c3c(F)cccc3F)C2)nc(C)c1F	30
2p8h	C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)[C@@H]2[NH2+]C(C)(C)N(C)C2=O)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1	46
5v0n	CCc1cn2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@H](O)[C@@H]4[NH2+]CCN(Cc5ccccc5)C4=O)cc13)N(C)S(=O)(=O)C(C)(C)C2	47
2vnn	CCc1cn2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@H](O)C[NH2+]Cc4cccc(C(F)(F)F)c4)cc13)N(C)S(=O)(=O)CC2	44
4b1d	COc1c(C)cc([C@@]2(c3cccc(-c4cncnc4)c3)N=C(C)[C@H](N)N2)cc1C	29
4b1c	CC#Cc1cncc(-c2cccc([C@]3(C4CC4)N=C(C)[C@H](N)N3)c2)c1	25
3udp	O=C(O[C@H]1CCSc2ccc(Br)cc21)[C@H]1C[C@]2(C[NH2+]1)C(=O)Nc1ccccc12	28
3udr	N#CC1(OC(=O)[C@H]2C[C@]3(C[NH2+]2)C(=O)Nc2ccccc23)CCCCC1	25
3udn	N#Cc1ccc(COC(=O)[C@H]2C[C@]3(C[NH2+]2)C(=O)Nc2ccccc23)cc1	26
3udm	O=C(OCc1ccccc1)[C@H]1C[C@]2(C[NH2+]1)C(=O)Nc1ccccc12	24
3udh	O=C1Nc2ccccc2[C@]12CC[NH2+]C2	14
2ohs	COc1cncc(-c2cccc(CNc3ccc[nH]c3=N)c2)c1	23
2oht	Nc1ncccc1NCc1cccc(-c2ccc3cc[nH]c3c2)c1	24
2p83	CCCN(CCC)C(=O)c1cc(C(N)=O)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)C[NH2+]Cc2cccc(OC)c2)c1	44
2ohr	Nc1ncccc1NCc1cccc(-c2cccnc2)c1	21
2ohp	N=c1cccc(CCc2ccc3cc[nH]c3c2)[nH]1	18
2ohq	COc1cccc(-c2cccc(CCc3cccc(=N)[nH]3)c2)c1	23
2viz	CCCOc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+][C@@H](C)C(=O)NC2CCCCC2)cc(N2CCCC2=O)c1	42
2oah	CCCC[C@H]([NH3+])[C@H](Cc1ccsc1)NC(=O)c1cc(NC[C@H]2C[C@@H]2C)nc(N(C)S(C)(=O)=O)c1	34
2hm1	CCCCCS(=O)(=O)C[C@@H](NC(=O)c1cccnc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)C[NH2+]Cc1cccc(CC)c1	45
4j1f	C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C[C@@H](C(F)(F)F)OC(N)=[NH+]1	30
4bfd	C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)C[C@@H]2C[C@@H]2C(N)=[NH+]1	26
4ybi	C[C@@]1(c2cc(-c3cncnc3)c(F)cc2F)CCSC(N)=[NH+]1	22
4hzt	CC1(C)Cc2cc(Cl)ccc2C(N[C@@H](Cc2ccccc2)c2nc(=O)o[nH]2)=N1	28
4i10	CC1(C)Cc2cc(Cl)ccc2C(N[C@@H](Cc2ccccc2)c2nc(=O)c3cnccc3[nH]2)=N1	33
4j1c	N#Cc1ccc(C(=O)Nc2ccc(F)c([C@@]3(CF)[NH+]=C(N)OCC3(F)F)c2)nc1	29
4j1e	N#Cc1ccc(C(=O)Nc2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=[NH+]3)c2)nc1	31
4j0y	C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)[NH+]=C(N)OC[C@H]1F	27
4j1h	C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C[C@H](C(F)(F)F)OC(N)=[NH+]1	30
4j0z	N#Cc1ccc(C(=O)Nc2ccc(F)c([C@@]3(CF)[NH+]=C(N)OC[C@@H]3F)c2)nc1	28
4bek	COc1ccc([C@]2(C)CCSC(N)=[NH+]2)cc1	16
4joo	CN1C(=O)[C@]2(CC(C)(C)Oc3ccc(Br)cc32)N[C@@H]1N	20
4jpe	CN1C(=O)[C@]2(CC(C)(C)Cc3ccc(-c4cncnc4)cc32)N[C@@H]1N	25
4jpc	CN1C(=O)[C@]2(CC(C)(C)Oc3ccc(-c4cccc(C#N)c4)cc32)N[C@@H]1N	27
4jp9	CN1C(=O)[C@]2(CC(C)(C)Oc3ccc(-c4cccc(Cl)c4)cc32)N[C@H]1N	26
4rrn	CN1C(=O)[C@]2(N[C@@H]1N)c1cc(-c3cccnc3F)ccc1O[C@H]1CCCO[C@@H]12	28
3hvg	CCCc1cc(=O)[nH+]c(N)[nH]1	11
2ph8	C[C@@H]1CCc2cccc(c2)C[C@@](C)([NH3+])C(=O)OCc2cc(nc(N(C)S(C)(=O)=O)c2)CC1	32
2qu3	CCCOc1ccc(-c2csc(-c3ccccc3Cl)c2CC(=O)NC(N)N)cc1	29
4b70	C[C@]1(c2cccc(-c3cccc(Cl)c3)c2)[NH+]=C(N)CCO1	21
4b72	COc1ccc([C@]2(c3cccc(-c4cncnc4)c3)N[C@@H](N)c3nc(C)sc32)cc1	30
4b77	COc1ccc([C@@]2(c3cccc(-c4cncnc4)c3)CC[C@H](N)N2)cc1	26
4i1c	CCCc1scc(-c2cn[nH]c2)c1C[C@H](NC1=NC(C)(C)Cc2cc(Cl)ccc21)C(=O)O	32
4i0f	CC1(C)Cc2cc(Cl)ccc2C(N[C@@H](Cc2cscc2-c2cn[nH]c2)C(=O)O)=N1	29
3zmg	C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)[NH+]=C(N)OCC1(F)F	28
6eqm	C[C@@]1(c2nc(NC(=O)c3ncc(C(F)(F)F)cc3Cl)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=[NH+]1	34
5tol	NC1=[NH+][C@@]2(c3cc(NC(=O)c4ccc(Br)cn4)ccc3F)OCC[C@H]2CS1	27
6fgy	C[C@@]1(c2cccc(NC(=O)c3ccc(Br)cn3)c2)COCC(N)=[NH+]1	24
5clm	C[C@@]1(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)COCC(N)=[NH+]1	24
4j0p	C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)CCOC(N)=[NH+]1	26
4k9h	O=C(N[C@@H](Cc1ccccc1)[C@H](O)C[NH2+]Cc1cccc(C(F)(F)F)c1)c1cc(N2CCCC2=O)c(=O)n(C2CCCC2)c1	44
3qi1	CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)C[NH2+][C@H]1C[C@H](C2CC2)Oc2ccc(CC(C)(C)C)cc21	36
2q11	CN(C(=O)CCN1Cc2cc(C(=O)c3ccccc3)ccc2N=C1N)C1CCCCC1	31
2qzk	C[C@@]1([NH3+])Cc2cccc(c2)CC[C@H](c2ccccc2)NC(=O)c2cc(cc(-c3ccccc3C#N)c2)COC1=O	40
2qu2	NC(N)NC(=O)Cn1c(-c2ccccc2)ccc1-c1ccccc1	24
2zdz	CC(=O)c1ccc(Oc2ccc(-c3ccc(-c4ccccc4Cl)n3CC(=O)NC(N)N)cc2)cc1	35
2vj7	CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]Cc2cccc(C(F)(F)F)c2)cc(N2CCCC2=O)c1	41
2vie	CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]C(C)(C)CCCC(C)C)cc(N2CCCC2=O)c1	39
2hiz	CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C[NH2+]Cc1cccc(OC)c1	47
2vj6	CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+][C@@H](C)C(=O)NC2CCCCC2)cc(N2CCCC2=O)c1	41
2qmd	CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](OCc3ccccc3)C[NH2+]2)c1	44
6bfe	CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)[C@H]1C[C@@H](OCC2CCCCC2)C[NH2+]1	29
2qp8	CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](OCC)CC[NH2+]2)c1	40
2xfj	CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+][C@@H](C)C(=O)NC2CCCCC2)cc(N2CCCC2=O)c1	41
2qmf	CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](Oc3ccccc3)C[NH2+]2)c1	43
3ckr	CN(C)c1cccc(C[NH2+]C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@]2(Cc3ccccc3)CN(Cc3ccccc3)C(=O)N2)c1	45
3ckp	COc1cccc(CN2C[C@@H](C(=O)N[C@@H](Cc3ccccc3)[C@H](O)C[NH2+]Cc3cccc(N(C)C)c3)NC2=O)c1	40
4rrs	C[C@@]12CCCO[C@H]1[C@]1(CO[C@@H](N)N1)c1cc(-c3cccnc3F)ccc1O2	27
4n00	CN1C(=O)[C@]2(N[C@@H]1N)c1cc(-c3cccnc3F)ccc1O[C@H]1CCOC[C@@H]12	28
4pzw	N[C@H]1N[C@@]2(CO1)c1cc(-c3cncc(Cl)c3)ccc1O[C@@H]1COCC[C@H]12	26
5htz	CC#Cc1cncc(-c2cc(Cl)c([C@]3(C)CS(=O)(=O)[N+](C)=C(N)N3)s2)c1	26
4rcf	N[C@@H]1N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1c(F)cc([C@H]3C=COCC3)cc12	33
4x7i	NC1=[NH+][C@@]2(c3cc(NC(=O)c4ccc(F)cn4)ccc3F)COC[C@H]2CS1	27
4xxs	Cn1cc([C@H]2C[C@H]3CSC(N)=[NH+][C@@]3(c3ccc(F)cc3F)CO2)cn1	25
5hu1	C[N+]1=C(N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS1(=O)=O	28
4r91	CN1C(=O)[C@@](CCC2CCCCC2)(C[C@H]2CCC[C@@H]([NH2+]C3CCCC3)C2)N[C@H]1N	29
3l5f	CN1C(=O)[C@@](CCC2CCCCC2)(CC2CCCCC2)N[C@H]1N	23
4r8y	CN1C(=O)[C@@](CCC2CCCCC2)(C[C@H]2CCN(C(=O)CC3CCCC3)C2)N[C@@H]1N	30
4r92	CN1C(=O)[C@@](CCC2CCCCC2)(C[C@H]2CCC[C@@H](NC(=O)c3ccncc3)C2)N[C@H]1N	32
