target_chembl_id	pdbid	compound	total_sampled_num	calculated_binding_energy	calculated_delta_lig_conform_energy	core_RMSD
CHEMBL4822	2ohs	CHEMBL220346	6	18.48	-2.27	0.28
CHEMBL4822	2is0	CHEMBL2203629	6	-116.71	-8.75	0.27
CHEMBL4822	2ohs	CHEMBL220396	6	14.71	-3.0	0.16
CHEMBL4822	2oht	CHEMBL220428	216	19.44	-8.93	0.58
CHEMBL4822	2p83	CHEMBL220813	432	-112.26	-17.12	0.52
CHEMBL4822	2oht	CHEMBL220826	216	23.23	-9.24	0.58
CHEMBL4822	2ohr	CHEMBL220895	216	17.26	-5.68	1.02
CHEMBL4822	2ohr	CHEMBL220896	6	25.99	-2.86	0.41
CHEMBL4822	2iqg	CHEMBL221086	6	-102.19	-6.58	0.31
CHEMBL4822	2ohp	CHEMBL221118	6	22.71	-1.49	0.84
CHEMBL4822	2ohq	CHEMBL221170	6	27.14	-2.56	0.51
CHEMBL4822	3tpp	CHEMBL221454	6	-103.2	-9.35	0.18
CHEMBL4822	2iqg	CHEMBL221597	6	-103.07	-7.4	0.27
CHEMBL4822	3tpp	CHEMBL222209	6	-98.95	-10.4	0.2
CHEMBL4822	2qzl	CHEMBL225442	36	-107.09	-13.5	0.35
CHEMBL4822	2viz	CHEMBL227053	36	-111.9	-12.98	0.22
CHEMBL4822	3ixj	CHEMBL227641	432	-50.33	-18.94	0.48
CHEMBL4822	3ixj	CHEMBL227758	72	-52.8	-18.52	0.43
CHEMBL4822	3ixj	CHEMBL227811	72	-59.09	-18.2	0.41
CHEMBL4822	1xs7	CHEMBL2299399	1000	-63.49	-17.16	1.35
CHEMBL4822	1xs7	CHEMBL2299400	1000	-54.0	-1.4	1.25
CHEMBL4822	1xs7	CHEMBL2299401	1000	-48.57	-19.81	1.61
CHEMBL4822	1xs7	CHEMBL2299402	1000	-68.06	-17.14	1.38
CHEMBL4822	1xs7	CHEMBL2299404	1000	-62.4	-14.66	1.25
CHEMBL4822	1xs7	CHEMBL2299405	1000	-42.82	-19.78	1.46
CHEMBL4822	1xs7	CHEMBL2299406	1000	-57.77	-18.1	1.36
CHEMBL4822	1xs7	CHEMBL2299407	1000	-39.62	-18.68	1.62
CHEMBL4822	1xs7	CHEMBL2299408	1000	-59.43	-15.47	1.32
CHEMBL4822	2iqg	CHEMBL230190	36	-95.81	-7.19	0.32
CHEMBL4822	2oah	CHEMBL230245	216	-128.32	-13.41	0.22
CHEMBL4822	2oah	CHEMBL230250	6	-115.28	-9.38	0.32
CHEMBL4822	2p83	CHEMBL230314	6	-92.62	-7.41	0.52
CHEMBL4822	2oah	CHEMBL230349	36	-26.01	-6.24	0.32
CHEMBL4822	2oah	CHEMBL230355	216	-120.9	-19.4	0.32
CHEMBL4822	2iqg	CHEMBL230807	36	-96.15	-8.1	0.35
CHEMBL4822	2iqg	CHEMBL231325	36	-94.95	-7.31	0.34
CHEMBL4822	2iqg	CHEMBL231542	6	-94.32	-6.63	0.31
CHEMBL4822	2p83	CHEMBL231646	6	-96.0	-7.6	0.43
CHEMBL4822	2hm1	CHEMBL231669	6	-88.89	-11.16	0.41
CHEMBL4822	2hm1	CHEMBL231861	2000	-94.61	-12.71	0.34
CHEMBL4822	2hm1	CHEMBL231862	72	-94.1	-12.68	0.34
CHEMBL4822	2hm1	CHEMBL231863	432	-99.65	-16.5	0.35
CHEMBL4822	2hm1	CHEMBL231864	6	-91.31	-16.7	0.41
CHEMBL4822	2hm1	CHEMBL231865	6	-90.39	-11.28	0.38
CHEMBL4822	2hm1	CHEMBL232490	6	-89.25	-9.8	0.43
CHEMBL4822	4j1f	CHEMBL2331709	6	4.21	-5.65	0.41
CHEMBL4822	4bfd	CHEMBL2331712	6	-0.27	-5.03	0.24
CHEMBL4822	4j1f	CHEMBL2331713	6	4.22	-5.75	0.41
CHEMBL4822	4bfd	CHEMBL2331714	6	-1.24	-6.45	0.3
CHEMBL4822	4ybi	CHEMBL2333941	6	11.35	-3.29	0.21
CHEMBL4822	2hm1	CHEMBL234555	432	-96.54	-9.29	0.35
CHEMBL4822	4i11	CHEMBL2346789	6	22.75	-1.67	0.54
CHEMBL4822	4i11	CHEMBL2346790	6	20.3	-2.81	0.29
CHEMBL4822	4hzt	CHEMBL2346794	6	1.25	-1.93	0.31
CHEMBL4822	4hzt	CHEMBL2346796	6	-1.1	-5.05	0.46
CHEMBL4822	4hzt	CHEMBL2346797	6	0.59	-3.23	0.38
CHEMBL4822	4hzt	CHEMBL2346798	6	-1.83	-5.69	0.38
CHEMBL4822	4hzt	CHEMBL2346799	6	-4.61	-7.25	0.4
CHEMBL4822	4hzt	CHEMBL2346800	6	-3.43	-6.94	0.4
CHEMBL4822	4hzt	CHEMBL2346801	6	-0.98	-6.73	0.4
CHEMBL4822	4hzt	CHEMBL2346802	6	0.96	-5.24	0.4
CHEMBL4822	4i10	CHEMBL2346803	6	0.65	-2.0	0.45
CHEMBL4822	4hzt	CHEMBL2346804	6	-0.77	-6.8	0.37
CHEMBL4822	4j1c	CHEMBL2347186	6	3.5	-6.28	0.35
CHEMBL4822	4j1f	CHEMBL2347187	6	-0.43	-7.38	0.31
CHEMBL4822	4j1c	CHEMBL2347188	6	1.97	-6.97	0.57
CHEMBL4822	4j1c	CHEMBL2347189	6	1.97	-6.99	0.57
CHEMBL4822	4j1f	CHEMBL2347190	6	-4.36	-6.54	0.34
CHEMBL4822	4j1c	CHEMBL2347191	1000	-4.22	-11.68	0.53
CHEMBL4822	4j1c	CHEMBL2347192	6	-3.31	-8.41	0.57
CHEMBL4822	4j1c	CHEMBL2347193	6	-7.69	-8.04	0.6
CHEMBL4822	4j1c	CHEMBL2347194	6	-6.94	-6.41	0.59
CHEMBL4822	4j1c	CHEMBL2347195	36	-9.31	-5.81	0.66
CHEMBL4822	4j1c	CHEMBL2347196	216	-6.87	-9.41	0.76
CHEMBL4822	4j1c	CHEMBL2347197	216	-12.39	-9.82	0.61
CHEMBL4822	4j1c	CHEMBL2347198	216	-11.63	-9.44	0.67
CHEMBL4822	4j1e	CHEMBL2347199	6	0.79	-3.33	0.47
CHEMBL4822	4j0y	CHEMBL2347200	12	2.14	-7.5	0.48
CHEMBL4822	4j1e	CHEMBL2347201	36	-1.92	-3.34	0.43
CHEMBL4822	4j0y	CHEMBL2347202	72	-0.07	-7.61	0.47
CHEMBL4822	4j1e	CHEMBL2347203	6	4.31	-4.28	0.3
CHEMBL4822	4j1c	CHEMBL2347204	6	1.13	-6.35	0.6
CHEMBL4822	4j1c	CHEMBL2347205	6	0.59	-6.44	0.6
CHEMBL4822	4j1h	CHEMBL2347206	6	1.72	-8.5	0.41
CHEMBL4822	4j1e	CHEMBL2347207	6	2.26	-4.18	0.28
CHEMBL4822	4j1e	CHEMBL2347208	6	1.99	-4.14	0.28
CHEMBL4822	4bfd	CHEMBL2347209	6	0.52	-4.8	0.25
CHEMBL4822	4j1c	CHEMBL2347210	6	-4.87	-6.21	0.53
CHEMBL4822	4bfd	CHEMBL2347211	6	1.67	-5.38	0.22
CHEMBL4822	4j1c	CHEMBL2347212	6	1.04	-5.68	0.36
CHEMBL4822	4j1e	CHEMBL2347213	6	0.55	-3.5	0.45
CHEMBL4822	4j0z	CHEMBL2347214	12	-2.31	-6.78	0.57
CHEMBL4822	4j1c	CHEMBL2347215	6	-3.39	-6.81	0.55
CHEMBL4822	4j1e	CHEMBL2347363	6	0.4	-3.46	0.39
CHEMBL4822	4j1c	CHEMBL2347364	6	-5.4	-7.15	0.52
CHEMBL4822	4j0z	CHEMBL2347365	12	-1.06	-7.59	0.62
CHEMBL4822	4j1c	CHEMBL2347366	6	1.7	-8.98	0.7
CHEMBL4822	4j1c	CHEMBL2347367	36	-2.95	-9.23	0.53
CHEMBL4822	4j0z	CHEMBL2347368	72	-4.63	-10.42	0.64
CHEMBL4822	4bek	CHEMBL2347369	6	14.15	-1.14	1.46
CHEMBL4822	2hm1	CHEMBL234762	432	-95.08	-13.07	0.34
CHEMBL4822	4joo	CHEMBL2349467	6	4.69	-3.12	0.43
CHEMBL4822	4jpe	CHEMBL2349468	6	7.76	-1.96	0.88
CHEMBL4822	4jpe	CHEMBL2349469	6	4.34	-2.32	0.66
CHEMBL4822	4jpe	CHEMBL2349470	6	3.66	-8.97	0.96
CHEMBL4822	4jpe	CHEMBL2349473	6	5.77	-3.12	0.54
CHEMBL4822	4jpe	CHEMBL2349475	6	29.88	-11.82	1.24
CHEMBL4822	4jpe	CHEMBL2349476	6	4.34	-2.32	0.66
CHEMBL4822	4jpe	CHEMBL2349478	6	4.72	-3.06	0.48
CHEMBL4822	4jpe	CHEMBL2349480	6	3.69	-8.95	0.96
CHEMBL4822	4jpe	CHEMBL2349481	6	26.82	-17.23	0.9
CHEMBL4822	4jpe	CHEMBL2349482	6	30.98	-18.35	0.93
CHEMBL4822	4jpc	CHEMBL2349483	6	4.04	-6.02	1.42
CHEMBL4822	4rro	CHEMBL2349484	72	5.17	-2.56	0.71
CHEMBL4822	4jp9	CHEMBL2349485	216	-2.8	-4.32	1.19
CHEMBL4822	4rro	CHEMBL2349486	432	-0.24	-5.5	0.89
CHEMBL4822	4jp9	CHEMBL2349490	6	1.44	-1.91	0.44
CHEMBL4822	4jp9	CHEMBL2349491	6	2.87	-1.49	0.63
CHEMBL4822	4joo	CHEMBL2349492	216	5.37	-6.15	1.47
CHEMBL4822	4joo	CHEMBL2349493	216	3.23	-6.31	1.67
CHEMBL4822	4jp9	CHEMBL2349494	6	5.38	-2.97	0.7
CHEMBL4822	4joo	CHEMBL2349495	36	1.94	-6.84	1.01
CHEMBL4822	4joo	CHEMBL2349496	216	-0.74	-8.67	1.63
CHEMBL4822	4jp9	CHEMBL2349497	6	5.87	-2.07	0.37
CHEMBL4822	4jp9	CHEMBL2349498	6	7.46	-2.41	0.63
CHEMBL4822	4jpc	CHEMBL2349499	216	2.26	-6.87	1.14
CHEMBL4822	4joo	CHEMBL2349500	6	7.64	-2.8	0.58
CHEMBL4822	4joo	CHEMBL2349501	6	5.46	-3.99	0.91
CHEMBL4822	4rrn	CHEMBL2349502	6	8.04	-10.27	0.29
CHEMBL4822	4rro	CHEMBL2349503	12	6.08	-2.71	0.75
CHEMBL4822	4jp9	CHEMBL2349504	6	2.17	-2.77	1.33
CHEMBL4822	4jp9	CHEMBL2349505	6	7.07	-3.14	0.49
CHEMBL4822	4jpc	CHEMBL2349506	6	5.82	-3.26	0.32
CHEMBL4822	4rro	CHEMBL2349507	12	5.31	-2.88	0.4
CHEMBL4822	4jpc	CHEMBL2349606	6	4.65	-2.08	0.76
CHEMBL4822	4jp9	CHEMBL2349607	6	3.89	-1.93	0.58
CHEMBL4822	4jp9	CHEMBL2349608	6	7.31	-2.48	0.43
CHEMBL4822	4jpc	CHEMBL2349609	36	4.43	-5.36	1.16
CHEMBL4822	4joo	CHEMBL2349610	6	6.78	-2.0	0.31
CHEMBL4822	4jp9	CHEMBL2349611	6	4.09	-2.86	1.24
CHEMBL4822	4jp9	CHEMBL2349612	6	2.89	-1.98	0.4
CHEMBL4822	4jp9	CHEMBL2349613	6	4.44	-3.25	0.5
CHEMBL4822	4rrn	CHEMBL2349614	36	9.64	-11.95	0.92
CHEMBL4822	4rrn	CHEMBL2349615	36	8.9	-11.36	1.21
CHEMBL4822	4joo	CHEMBL2349616	36	8.07	-17.43	1.17
CHEMBL4822	4joo	CHEMBL2349617	6	0.01	-5.18	1.44
CHEMBL4822	4rro	CHEMBL2349618	72	7.69	-4.56	0.64
CHEMBL4822	4rrn	CHEMBL2349619	36	7.53	-11.06	0.94
CHEMBL4822	2va5	CHEMBL235821	6	-1.24	-2.48	1.47
CHEMBL4822	3hvg	CHEMBL235825	6	-0.9	-1.84	0.36
CHEMBL4822	2ph8	CHEMBL235853	6	-100.41	-5.59	0.27
CHEMBL4822	4bek	CHEMBL2365642	6	14.15	-1.14	1.46
CHEMBL4822	2va5	CHEMBL236777	6	7.84	-1.55	1.02
CHEMBL4822	2qu3	CHEMBL236852	216	-15.29	-14.19	0.99
CHEMBL4822	1ym4	CHEMBL2370107	1000	-36.92	-19.34	0.71
CHEMBL4822	2qu3	CHEMBL237061	6	-2.13	-7.98	0.74
CHEMBL4822	2qu3	CHEMBL237062	216	-18.56	-9.48	1.82
CHEMBL4822	2qu3	CHEMBL237063	1000	-27.84	-14.49	1.44
CHEMBL4822	2qu3	CHEMBL237282	1000	-26.53	-17.99	1.04
CHEMBL4822	2qu3	CHEMBL237283	1000	-23.77	-19.72	1.28
CHEMBL4822	2qu3	CHEMBL237284	1000	-26.1	-18.18	1.23
CHEMBL4822	2qu3	CHEMBL237493	1000	-16.63	-18.86	1.47
CHEMBL4822	2va5	CHEMBL237891	6	15.47	-2.45	0.53
CHEMBL4822	4b70	CHEMBL2380443	6	8.45	-7.07	0.43
CHEMBL4822	4b70	CHEMBL2380444	6	7.25	-4.95	0.45
CHEMBL4822	4b72	CHEMBL2380450	6	11.33	-5.08	0.32
CHEMBL4822	4b77	CHEMBL2380458	6	6.01	-4.87	0.24
CHEMBL4822	4i11	CHEMBL2380805	6	22.02	-5.33	1.11
CHEMBL4822	4i1c	CHEMBL2380806	6	18.41	-1.7	0.48
CHEMBL4822	4i0f	CHEMBL2380807	6	16.82	-5.41	0.55
CHEMBL4822	4i11	CHEMBL2380808	6	18.85	-3.02	0.27
CHEMBL4822	4i11	CHEMBL2380809	6	15.22	-2.16	0.42
CHEMBL4822	4i1c	CHEMBL2380810	6	22.45	-2.45	0.46
CHEMBL4822	4i1c	CHEMBL2380811	6	20.98	-10.33	0.5
CHEMBL4822	4i1c	CHEMBL2380812	6	24.95	-1.05	0.45
CHEMBL4822	4i1c	CHEMBL2380813	6	18.11	-2.34	0.46
CHEMBL4822	4i0f	CHEMBL2380814	6	25.93	-9.99	0.47
CHEMBL4822	4i11	CHEMBL2380815	36	12.01	-10.59	1.8
CHEMBL4822	4i1c	CHEMBL2380816	36	23.33	-2.19	0.46
CHEMBL4822	4i1c	CHEMBL2380817	216	22.34	-3.51	0.55
CHEMBL4822	4i11	CHEMBL2380818	36	13.54	-13.63	1.58
CHEMBL4822	4i0f	CHEMBL2380819	6	19.68	-5.19	0.56
CHEMBL4822	4i11	CHEMBL2380820	6	19.17	-2.86	0.26
CHEMBL4822	4i1c	CHEMBL2380821	6	14.97	-3.02	0.52
CHEMBL4822	4i1c	CHEMBL2380822	6	-6.92	-4.13	0.55
CHEMBL4822	3vv6	CHEMBL2381573	216	15.81	-2.44	0.41
CHEMBL4822	3vv6	CHEMBL2381576	1000	13.11	-2.41	0.61
CHEMBL4822	3vv6	CHEMBL2381578	216	15.01	-4.98	0.73
CHEMBL4822	3vv6	CHEMBL2381579	6	16.9	-1.58	0.93
CHEMBL4822	3vv6	CHEMBL2381580	36	13.27	-5.7	0.78
CHEMBL4822	3vv6	CHEMBL2381676	6	14.32	-4.33	0.66
CHEMBL4822	3vv6	CHEMBL2381677	36	14.09	-4.45	0.64
CHEMBL4822	3vv6	CHEMBL2381678	36	9.16	-5.47	0.57
CHEMBL4822	3vv6	CHEMBL2381680	216	7.6	-2.83	2.0
CHEMBL4822	2irz	CHEMBL238409	6	-115.65	-13.58	0.3
CHEMBL4822	3zmg	CHEMBL2386719	36	-10.4	-4.25	0.31
CHEMBL4822	6eqm	CHEMBL2386720	6	-8.81	-6.72	0.22
CHEMBL4822	6eqm	CHEMBL2386721	6	-4.99	-7.41	0.23
CHEMBL4822	4j1c	CHEMBL2386722	1000	-10.85	-14.49	0.28
CHEMBL4822	6eqm	CHEMBL2386723	6	-11.04	-7.43	0.29
CHEMBL4822	4bek	CHEMBL2396987	6	16.76	-1.37	1.28
CHEMBL4822	5tol	CHEMBL2396989	6	1.86	-3.81	0.42
CHEMBL4822	6fgy	CHEMBL2403759	6	6.21	-4.22	0.8
CHEMBL4822	4bfd	CHEMBL2403766	6	18.34	-4.74	0.25
CHEMBL4822	4bfd	CHEMBL2403768	6	-1.66	-8.33	0.29
CHEMBL4822	5clm	CHEMBL2403769	6	-5.91	-4.96	0.37
CHEMBL4822	6fgy	CHEMBL2403770	6	-6.95	-7.3	0.94
CHEMBL4822	4bfd	CHEMBL2403772	6	7.6	-5.18	0.24
CHEMBL4822	4bfd	CHEMBL2403773	6	4.19	-6.41	0.31
CHEMBL4822	4bfd	CHEMBL2403776	6	1.61	-6.09	0.23
CHEMBL4822	4bfd	CHEMBL2403777	6	-7.4	-6.27	0.22
CHEMBL4822	5clm	CHEMBL2403778	6	-6.34	-4.94	0.33
CHEMBL4822	4j0p	CHEMBL2403779	6	-3.64	-2.8	0.26
CHEMBL4822	4ke0	CHEMBL2407338	1000	-97.13	-12.03	0.19
CHEMBL4822	4di2	CHEMBL2407339	1000	-105.12	-6.12	0.3
CHEMBL4822	4ke0	CHEMBL2407340	1000	-101.85	-10.98	0.19
CHEMBL4822	4ke1	CHEMBL2407341	1000	-86.08	-19.49	0.3
CHEMBL4822	4ke1	CHEMBL2407342	1000	-98.42	-13.43	0.29
CHEMBL4822	4k8s	CHEMBL2407343	6	-84.05	-5.17	0.95
CHEMBL4822	4ke0	CHEMBL2407344	6	-96.48	-4.53	0.24
CHEMBL4822	4ke0	CHEMBL2407345	6	-95.75	-5.59	0.71
CHEMBL4822	4di2	CHEMBL2407487	6	-93.97	-8.78	0.27
CHEMBL4822	4ke1	CHEMBL2407488	6	-98.68	-11.93	0.31
CHEMBL4822	4ke1	CHEMBL2407489	6	-101.84	-15.24	0.29
CHEMBL4822	4ke1	CHEMBL2407490	6	-101.61	-14.27	0.3
CHEMBL4822	4ke1	CHEMBL2407491	1000	-102.25	-17.72	0.42
CHEMBL4822	4di2	CHEMBL2407492	6	-93.3	-4.94	0.27
CHEMBL4822	4k9h	CHEMBL2407494	6	-98.53	-9.89	0.47
CHEMBL4822	4ke0	CHEMBL2407495	1000	-94.28	-6.59	0.19
CHEMBL4822	4ke0	CHEMBL2407496	1000	-97.22	-6.6	0.19
CHEMBL4822	4ke0	CHEMBL2408737	1000	-99.56	-8.55	0.32
CHEMBL4822	4ke0	CHEMBL2408742	1000	-99.37	-5.16	0.27
CHEMBL4822	4ke0	CHEMBL2408743	1000	-96.86	-4.87	0.24
CHEMBL4822	4k8s	CHEMBL2408744	1000	-101.7	-9.32	0.28
CHEMBL4822	4ke0	CHEMBL2408745	1000	-100.46	-9.39	0.3
CHEMBL4822	4ke0	CHEMBL2408746	1000	-93.74	-7.77	0.33
CHEMBL4822	4ke0	CHEMBL2408747	1000	-94.97	-6.16	0.45
CHEMBL4822	3qi1	CHEMBL2408748	36	-85.67	-4.73	0.38
CHEMBL4822	3qi1	CHEMBL2408749	36	-86.18	-5.46	0.39
CHEMBL4822	4ke0	CHEMBL2408750	1000	-103.27	-8.95	0.3
CHEMBL4822	4ke0	CHEMBL2408751	1000	-104.91	-13.13	0.37
CHEMBL4822	4ke0	CHEMBL2408752	1000	-100.28	-14.42	0.39
CHEMBL4822	4ke0	CHEMBL2408753	1000	-108.04	-15.02	0.3
CHEMBL4822	4ke0	CHEMBL2408754	1000	-111.9	-8.88	0.3
CHEMBL4822	4ke0	CHEMBL2408755	1000	-100.87	-8.7	0.31
CHEMBL4822	4ke0	CHEMBL2408756	1000	-99.97	-4.91	0.22
CHEMBL4822	4k8s	CHEMBL2408757	1000	-104.71	-10.55	0.25
CHEMBL4822	4k8s	CHEMBL2408758	1000	-94.7	-5.15	0.27
CHEMBL4822	4ke0	CHEMBL2408759	1000	-99.26	-6.3	0.17
CHEMBL4822	3ivh	CHEMBL2408760	6	-82.91	-7.76	0.84
CHEMBL4822	3ivh	CHEMBL2408762	6	-56.32	-14.19	0.96
CHEMBL4822	3ivh	CHEMBL2408763	216	-55.92	-9.21	0.55
CHEMBL4822	3ivh	CHEMBL2408764	36	-82.0	-6.86	0.89
CHEMBL4822	3ivh	CHEMBL2408765	6	-85.44	-5.33	0.94
CHEMBL4822	2vkm	CHEMBL2442231	6	-75.77	-8.8	0.44
CHEMBL4822	2q11	CHEMBL244342	216	15.24	-7.25	1.06
CHEMBL4822	2q15	CHEMBL244347	216	21.93	-6.97	0.84
CHEMBL4822	2oah	CHEMBL247043	6	-125.89	-9.45	0.32
CHEMBL4822	2oah	CHEMBL247415	6	-126.78	-7.31	0.24
CHEMBL4822	2oah	CHEMBL247416	6	-124.91	-8.25	0.24
CHEMBL4822	2oah	CHEMBL247595	6	-3.91	-7.05	0.33
CHEMBL4822	2oah	CHEMBL247596	6	-120.82	-7.46	0.22
CHEMBL4822	2oah	CHEMBL248056	216	-122.85	-10.45	0.25
CHEMBL4822	2oah	CHEMBL248223	6	-121.17	-9.36	0.21
CHEMBL4822	2oah	CHEMBL248228	216	-118.15	-14.68	0.18
CHEMBL4822	2oah	CHEMBL248245	1000	-120.5	-16.63	0.2
CHEMBL4822	2ph6	CHEMBL250295	72	14.89	-5.04	1.4
CHEMBL4822	2is0	CHEMBL250712	216	-88.73	-8.17	0.31
CHEMBL4822	2qzk	CHEMBL251118	6	-106.42	-7.55	0.44
CHEMBL4822	2qzk	CHEMBL251307	6	-103.74	-7.02	0.45
CHEMBL4822	2qzk	CHEMBL251309	6	-108.18	-8.7	0.25
CHEMBL4822	2qzk	CHEMBL251310	6	-110.97	-7.99	0.23
CHEMBL4822	2qu2	CHEMBL251828	6	-17.45	-6.1	1.14
CHEMBL4822	2viz	CHEMBL251862	36	-109.3	-11.8	0.31
CHEMBL4822	2ze1	CHEMBL251993	6	-18.28	-9.0	0.63
CHEMBL4822	2qu2	CHEMBL252007	216	-22.66	-13.64	0.51
CHEMBL4822	2qu2	CHEMBL252025	36	-21.06	-8.02	0.56
CHEMBL4822	2qu2	CHEMBL252026	216	-22.72	-12.99	0.52
CHEMBL4822	2viz	CHEMBL252057	216	-96.94	-7.34	0.24
CHEMBL4822	2viz	CHEMBL252058	216	-99.03	-7.21	0.28
CHEMBL4822	2qu2	CHEMBL252189	36	-24.44	-16.21	0.83
CHEMBL4822	2ze1	CHEMBL252190	6	-24.72	-9.42	0.36
CHEMBL4822	2ze1	CHEMBL252191	6	-26.83	-9.47	0.5
CHEMBL4822	2qu2	CHEMBL252218	216	-20.79	-11.66	0.86
CHEMBL4822	2zdz	CHEMBL252219	6	3.68	-11.69	0.87
CHEMBL4822	2viz	CHEMBL252262	216	-96.91	-8.42	0.29
CHEMBL4822	2vj7	CHEMBL252263	2000	-102.7	-15.28	0.6
CHEMBL4822	2vkm	CHEMBL252276	432	-118.36	-17.79	0.38
CHEMBL4822	2vj7	CHEMBL252458	3000	-103.47	-18.84	0.55
CHEMBL4822	2viz	CHEMBL252459	3000	-103.62	-19.4	0.54
CHEMBL4822	2vie	CHEMBL252495	6	-92.34	-7.87	0.25
CHEMBL4822	2qu2	CHEMBL252626	6	-19.54	-6.41	0.99
CHEMBL4822	2vj7	CHEMBL252655	3000	-101.91	-16.78	0.6
CHEMBL4822	2vj7	CHEMBL252656	6	-97.62	-6.52	0.35
CHEMBL4822	2hiz	CHEMBL252755	6	-80.03	-5.89	0.69
CHEMBL4822	2vj7	CHEMBL252860	6	-96.57	-6.36	0.37
CHEMBL4822	2vj6	CHEMBL252861	6	-7.86	-15.13	0.37
CHEMBL4822	2hiz	CHEMBL252910	6	-89.91	-12.62	0.89
CHEMBL4822	2qu2	CHEMBL253031	36	-13.76	-13.6	0.64
CHEMBL4822	2vj7	CHEMBL253060	6	-99.74	-6.65	0.32
CHEMBL4822	3tpp	CHEMBL253103	6	-102.82	-7.41	0.18
CHEMBL4822	2qu2	CHEMBL253214	36	-25.52	-14.11	0.5
CHEMBL4822	2zdz	CHEMBL253237	6	0.01	-9.65	0.3
CHEMBL4822	2qu2	CHEMBL253241	216	-17.71	-12.86	0.65
CHEMBL4822	2qu2	CHEMBL253421	216	-19.51	-13.33	1.12
CHEMBL4822	2qu2	CHEMBL253449	36	-15.77	-16.32	0.91
CHEMBL4822	2vnm	CHEMBL253641	6	-102.82	-9.08	0.47
CHEMBL4822	2vj7	CHEMBL253719	6	-99.36	-6.82	0.37
CHEMBL4822	2hiz	CHEMBL253800	6	-87.82	-11.18	0.64
CHEMBL4822	2zdz	CHEMBL253863	6	1.84	-10.63	0.66
CHEMBL4822	2vnm	CHEMBL253867	36	-105.31	-6.8	0.49
CHEMBL4822	3tpp	CHEMBL253929	36	-103.5	-8.85	0.19
CHEMBL4822	3tpp	CHEMBL253930	216	-106.25	-9.5	0.2
CHEMBL4822	3tpp	CHEMBL253931	1000	-108.68	-12.69	0.21
CHEMBL4822	2qu2	CHEMBL254057	216	-24.71	-11.9	0.66
CHEMBL4822	2qu2	CHEMBL254058	1000	-28.29	-13.1	0.69
CHEMBL4822	2vnm	CHEMBL254068	6	-97.87	-6.6	0.32
CHEMBL4822	2vnm	CHEMBL254069	6	-101.69	-7.11	0.68
CHEMBL4822	2qu2	CHEMBL254091	216	-23.73	-9.42	0.6
CHEMBL4822	2qu2	CHEMBL254092	1000	-28.09	-9.91	0.66
CHEMBL4822	2vj7	CHEMBL254138	36	-97.65	-7.98	0.34
CHEMBL4822	2vnm	CHEMBL254272	36	-102.39	-7.11	0.36
CHEMBL4822	2vnm	CHEMBL254273	12	-97.56	-8.75	0.46
CHEMBL4822	2vnm	CHEMBL254485	36	-102.06	-8.72	0.25
CHEMBL4822	2iqg	CHEMBL254625	6	-97.99	-6.41	0.34
CHEMBL4822	2iqg	CHEMBL254626	6	-86.85	-6.06	0.42
CHEMBL4822	2vie	CHEMBL255192	216	-102.24	-12.88	0.47
CHEMBL4822	2iqg	CHEMBL255194	216	-99.96	-13.37	0.23
CHEMBL4822	2qmd	CHEMBL255336	1000	-94.7	-8.32	0.38
CHEMBL4822	2iqg	CHEMBL255372	36	-96.16	-14.12	0.25
CHEMBL4822	6bfe	CHEMBL255540	1000	-91.56	-15.67	0.31
CHEMBL4822	2qmd	CHEMBL255602	216	-95.39	-9.02	0.39
CHEMBL4822	2viz	CHEMBL255964	216	-106.67	-16.58	0.22
CHEMBL4822	2viz	CHEMBL255977	12	-110.48	-13.73	0.29
CHEMBL4822	2zdz	CHEMBL256000	1000	-21.88	-16.32	0.74
CHEMBL4822	2qp8	CHEMBL256372	36	-107.9	-14.16	0.54
CHEMBL4822	2xfj	CHEMBL256399	1000	-111.58	-16.41	0.19
CHEMBL4822	2iqg	CHEMBL256434	6	-92.86	-6.05	0.24
CHEMBL4822	2qmg	CHEMBL256676	1000	-99.29	-18.99	0.33
CHEMBL4822	3r2f	CHEMBL256679	1000	-90.6	-6.64	0.46
CHEMBL4822	2iqg	CHEMBL256904	1000	-102.71	-14.86	0.25
CHEMBL4822	2p83	CHEMBL257087	216	-98.75	-8.15	0.43
CHEMBL4822	2iqg	CHEMBL257091	36	-97.37	-8.46	0.26
CHEMBL4822	2iqg	CHEMBL257278	216	-97.71	-7.0	0.24
CHEMBL4822	3kyr	CHEMBL257587	36	-83.53	-8.36	0.32
CHEMBL4822	2iqg	CHEMBL257645	1000	-103.48	-11.19	0.24
CHEMBL4822	2qmf	CHEMBL257735	1000	-100.41	-10.26	0.35
CHEMBL4822	2vj7	CHEMBL257871	2000	-110.8	-15.05	0.4
CHEMBL4822	2iqg	CHEMBL257907	1000	-104.89	-15.44	0.23
CHEMBL4822	2xfj	CHEMBL258068	36	-111.92	-10.51	0.22
CHEMBL4822	2iqg	CHEMBL258083	216	-96.72	-7.02	0.23
CHEMBL4822	2xfj	CHEMBL258277	6	-109.52	-10.29	0.21
CHEMBL4822	2qmd	CHEMBL258350	36	-94.01	-6.71	0.39
CHEMBL4822	2qmd	CHEMBL258351	216	-94.57	-7.52	0.39
CHEMBL4822	3ckr	CHEMBL258462	6	-78.78	-19.68	1.2
