pdbid	uniprot_id_for_pdbid	uniprot_id	target_name_from_uniprot	target_name_from_pharos	target_family_from_pharos	target_chembl_id	uniprot_id_from_chembl	target_name_from_chembl	target_type_from_chembl
3biz	P30291	P30291	Wee1-like protein kinase (WEE1hu) (EC 2.7.10.2) (Wee1A kinase)	Wee1-like protein kinase	Kinase	CHEMBL5491	P30291	Serine/threonine-protein kinase WEE1	SINGLE PROTEIN
1x8b	P30291	P30291	Wee1-like protein kinase (WEE1hu) (EC 2.7.10.2) (Wee1A kinase)	Wee1-like protein kinase	Kinase	CHEMBL5491	P30291	Serine/threonine-protein kinase WEE1	SINGLE PROTEIN
2in6	P30291	P30291	Wee1-like protein kinase (WEE1hu) (EC 2.7.10.2) (Wee1A kinase)	Wee1-like protein kinase	Kinase	CHEMBL5491	P30291	Serine/threonine-protein kinase WEE1	SINGLE PROTEIN
2io6	P30291	P30291	Wee1-like protein kinase (WEE1hu) (EC 2.7.10.2) (Wee1A kinase)	Wee1-like protein kinase	Kinase	CHEMBL5491	P30291	Serine/threonine-protein kinase WEE1	SINGLE PROTEIN
3bi6	P30291	P30291	Wee1-like protein kinase (WEE1hu) (EC 2.7.10.2) (Wee1A kinase)	Wee1-like protein kinase	Kinase	CHEMBL5491	P30291	Serine/threonine-protein kinase WEE1	SINGLE PROTEIN
5vc3	P30291	P30291	Wee1-like protein kinase (WEE1hu) (EC 2.7.10.2) (Wee1A kinase)	Wee1-like protein kinase	Kinase	CHEMBL5491	P30291	Serine/threonine-protein kinase WEE1	SINGLE PROTEIN
5vc4	P30291	P30291	Wee1-like protein kinase (WEE1hu) (EC 2.7.10.2) (Wee1A kinase)	Wee1-like protein kinase	Kinase	CHEMBL5491	P30291	Serine/threonine-protein kinase WEE1	SINGLE PROTEIN
5vc6	P30291	P30291	Wee1-like protein kinase (WEE1hu) (EC 2.7.10.2) (Wee1A kinase)	Wee1-like protein kinase	Kinase	CHEMBL5491	P30291	Serine/threonine-protein kinase WEE1	SINGLE PROTEIN
1wum	Q92831	Q92831	Histone acetyltransferase KAT2B (EC 2.3.1.48) (Histone acetyltransferase PCAF) (Histone acetylase PCAF) (Lysine acetyltransferase 2B) (P300/CBP-associated factor) (P/CAF) (Spermidine acetyltransferase KAT2B) (EC 2.3.1.57)	Histone acetyltransferase KAT2B	Epigenetic	CHEMBL5500	Q92831	Histone acetyltransferase PCAF	SINGLE PROTEIN
5lvr	Q92831	Q92831	Histone acetyltransferase KAT2B (EC 2.3.1.48) (Histone acetyltransferase PCAF) (Histone acetylase PCAF) (Lysine acetyltransferase 2B) (P300/CBP-associated factor) (P/CAF) (Spermidine acetyltransferase KAT2B) (EC 2.3.1.57)	Histone acetyltransferase KAT2B	Epigenetic	CHEMBL5500	Q92831	Histone acetyltransferase PCAF	SINGLE PROTEIN
5fdz	Q92831	Q92831	Histone acetyltransferase KAT2B (EC 2.3.1.48) (Histone acetyltransferase PCAF) (Histone acetylase PCAF) (Lysine acetyltransferase 2B) (P300/CBP-associated factor) (P/CAF) (Spermidine acetyltransferase KAT2B) (EC 2.3.1.57)	Histone acetyltransferase KAT2B	Epigenetic	CHEMBL5500	Q92831	Histone acetyltransferase PCAF	SINGLE PROTEIN
1wug	Q92831	Q92831	Histone acetyltransferase KAT2B (EC 2.3.1.48) (Histone acetyltransferase PCAF) (Histone acetylase PCAF) (Lysine acetyltransferase 2B) (P300/CBP-associated factor) (P/CAF) (Spermidine acetyltransferase KAT2B) (EC 2.3.1.57)	Histone acetyltransferase KAT2B	Epigenetic	CHEMBL5500	Q92831	Histone acetyltransferase PCAF	SINGLE PROTEIN
5lvq	Q92831	Q92831	Histone acetyltransferase KAT2B (EC 2.3.1.48) (Histone acetyltransferase PCAF) (Histone acetylase PCAF) (Lysine acetyltransferase 2B) (P300/CBP-associated factor) (P/CAF) (Spermidine acetyltransferase KAT2B) (EC 2.3.1.57)	Histone acetyltransferase KAT2B	Epigenetic	CHEMBL5500	Q92831	Histone acetyltransferase PCAF	SINGLE PROTEIN
3cbp	Q8WTS6,P03372	Q8WTS6	Histone-lysine N-methyltransferase SETD7 (EC 2.1.1.364) (Histone H3-K4 methyltransferase SETD7) (H3-K4-HMTase SETD7) (Lysine N-methyltransferase 7) (SET domain-containing protein 7) (SET7/9)	Histone-lysine N-methyltransferase SETD7	Epigenetic	CHEMBL5523	Q8WTS6	Histone-lysine N-methyltransferase SETD7	SINGLE PROTEIN
5ayf	Q8WTS6	Q8WTS6	Histone-lysine N-methyltransferase SETD7 (EC 2.1.1.364) (Histone H3-K4 methyltransferase SETD7) (H3-K4-HMTase SETD7) (Lysine N-methyltransferase 7) (SET domain-containing protein 7) (SET7/9)	Histone-lysine N-methyltransferase SETD7	Epigenetic	CHEMBL5523	Q8WTS6	Histone-lysine N-methyltransferase SETD7	SINGLE PROTEIN
4jlg	Q8WTS6	Q8WTS6	Histone-lysine N-methyltransferase SETD7 (EC 2.1.1.364) (Histone H3-K4 methyltransferase SETD7) (H3-K4-HMTase SETD7) (Lysine N-methyltransferase 7) (SET domain-containing protein 7) (SET7/9)	Histone-lysine N-methyltransferase SETD7	Epigenetic	CHEMBL5523	Q8WTS6	Histone-lysine N-methyltransferase SETD7	SINGLE PROTEIN
5ylt	Q8WTS6	Q8WTS6	Histone-lysine N-methyltransferase SETD7 (EC 2.1.1.364) (Histone H3-K4 methyltransferase SETD7) (H3-K4-HMTase SETD7) (Lysine N-methyltransferase 7) (SET domain-containing protein 7) (SET7/9)	Histone-lysine N-methyltransferase SETD7	Epigenetic	CHEMBL5523	Q8WTS6	Histone-lysine N-methyltransferase SETD7	SINGLE PROTEIN
4u01	Q9WMX2	Q9WMX2	Genome polyprotein [Cleaved into: Core protein precursor (Capsid protein C) (p23); Mature core protein (p21); Envelope glycoprotein E1 (gp32) (gp35); Envelope glycoprotein E2 (NS1) (gp68) (gp70); Viroporin p7; Protease NS2 (p23) (EC 3.4.22.-); Serine protease/helicase NS3 (EC 3.4.21.98) (EC 3.6.1.15) (EC 3.6.4.13) (Hepacivirin) (NS3 helicase) (NS3 protease) (NS3P) (Viroporin p70); Non-structural protein 4A (NS4A) (p8); Non-structural protein 4B (NS4B) (p27); Non-structural protein 5A (NS5A) (p56/58); RNA-directed RNA polymerase (EC 2.7.7.48) (NS5B) (p68)]	None	Unclassified	CHEMBL5536	Q9WMX2	Genome polyprotein	SINGLE PROTEIN
4nld	Q9WMX2	Q9WMX2	Genome polyprotein [Cleaved into: Core protein precursor (Capsid protein C) (p23); Mature core protein (p21); Envelope glycoprotein E1 (gp32) (gp35); Envelope glycoprotein E2 (NS1) (gp68) (gp70); Viroporin p7; Protease NS2 (p23) (EC 3.4.22.-); Serine protease/helicase NS3 (EC 3.4.21.98) (EC 3.6.1.15) (EC 3.6.4.13) (Hepacivirin) (NS3 helicase) (NS3 protease) (NS3P) (Viroporin p70); Non-structural protein 4A (NS4A) (p8); Non-structural protein 4B (NS4B) (p27); Non-structural protein 5A (NS5A) (p56/58); RNA-directed RNA polymerase (EC 2.7.7.48) (NS5B) (p68)]	None	Unclassified	CHEMBL5536	Q9WMX2	Genome polyprotein	SINGLE PROTEIN
3ies	P08659	P08659	Luciferin 4-monooxygenase (Luciferase) (EC 1.13.12.7)	None	Unclassified	CHEMBL5567	P08659	Luciferin 4-monooxygenase	SINGLE PROTEIN
4e5d	P08659	P08659	Luciferin 4-monooxygenase (Luciferase) (EC 1.13.12.7)	None	Unclassified	CHEMBL5567	P08659	Luciferin 4-monooxygenase	SINGLE PROTEIN
3zbf	P08922	P08922	Proto-oncogene tyrosine-protein kinase ROS (EC 2.7.10.1) (Proto-oncogene c-Ros) (Proto-oncogene c-Ros-1) (Receptor tyrosine kinase c-ros oncogene 1) (c-Ros receptor tyrosine kinase)	Proto-oncogene tyrosine-protein kinase ROS	Kinase	CHEMBL5568	P08922	Proto-oncogene tyrosine-protein kinase ROS	SINGLE PROTEIN
4uxl	P08922	P08922	Proto-oncogene tyrosine-protein kinase ROS (EC 2.7.10.1) (Proto-oncogene c-Ros) (Proto-oncogene c-Ros-1) (Receptor tyrosine kinase c-ros oncogene 1) (c-Ros receptor tyrosine kinase)	Proto-oncogene tyrosine-protein kinase ROS	Kinase	CHEMBL5568	P08922	Proto-oncogene tyrosine-protein kinase ROS	SINGLE PROTEIN
4ycu	Q15046	Q15046	Lysine--tRNA ligase (EC 2.7.7.-) (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)	Lysine--tRNA ligase	Enzyme	CHEMBL5575	Q15046	Lysyl-tRNA synthetase	SINGLE PROTEIN
3v5q	Q16288	Q16288	NT-3 growth factor receptor (EC 2.7.10.1) (GP145-TrkC) (Trk-C) (Neurotrophic tyrosine kinase receptor type 3) (TrkC tyrosine kinase)	NT-3 growth factor receptor	Kinase	CHEMBL5608	Q16288	NT-3 growth factor receptor	SINGLE PROTEIN
4ymj	Q16288	Q16288	NT-3 growth factor receptor (EC 2.7.10.1) (GP145-TrkC) (Trk-C) (Neurotrophic tyrosine kinase receptor type 3) (TrkC tyrosine kinase)	NT-3 growth factor receptor	Kinase	CHEMBL5608	Q16288	NT-3 growth factor receptor	SINGLE PROTEIN
3e16	Q16651	Q16651	Prostasin (EC 3.4.21.-) (Channel-activating protease 1) (CAP1) (Serine protease 8) [Cleaved into: Prostasin light chain; Prostasin heavy chain]	Prostasin	Enzyme	CHEMBL5610	Q16651	Prostasin	SINGLE PROTEIN
3e0p	Q16651	Q16651	Prostasin (EC 3.4.21.-) (Channel-activating protease 1) (CAP1) (Serine protease 8) [Cleaved into: Prostasin light chain; Prostasin heavy chain]	Prostasin	Enzyme	CHEMBL5610	Q16651	Prostasin	SINGLE PROTEIN
2y1g	P9WNS1	P9WNS1	1-deoxy-D-xylulose 5-phosphate reductoisomerase (DXP reductoisomerase) (EC 1.1.1.267) (1-deoxyxylulose-5-phosphate reductoisomerase) (2-C-methyl-D-erythritol 4-phosphate synthase)	None	Unclassified	CHEMBL5630	P9WNS1	1-deoxy-D-xylulose 5-phosphate reductoisomerase	SINGLE PROTEIN
3zhx	P9WNS1	P9WNS1	1-deoxy-D-xylulose 5-phosphate reductoisomerase (DXP reductoisomerase) (EC 1.1.1.267) (1-deoxyxylulose-5-phosphate reductoisomerase) (2-C-methyl-D-erythritol 4-phosphate synthase)	None	Unclassified	CHEMBL5630	P9WNS1	1-deoxy-D-xylulose 5-phosphate reductoisomerase	SINGLE PROTEIN
3zhz	P9WNS1	P9WNS1	1-deoxy-D-xylulose 5-phosphate reductoisomerase (DXP reductoisomerase) (EC 1.1.1.267) (1-deoxyxylulose-5-phosphate reductoisomerase) (2-C-methyl-D-erythritol 4-phosphate synthase)	None	Unclassified	CHEMBL5630	P9WNS1	1-deoxy-D-xylulose 5-phosphate reductoisomerase	SINGLE PROTEIN
3zi0	P9WNS1	P9WNS1	1-deoxy-D-xylulose 5-phosphate reductoisomerase (DXP reductoisomerase) (EC 1.1.1.267) (1-deoxyxylulose-5-phosphate reductoisomerase) (2-C-methyl-D-erythritol 4-phosphate synthase)	None	Unclassified	CHEMBL5630	P9WNS1	1-deoxy-D-xylulose 5-phosphate reductoisomerase	SINGLE PROTEIN
1i2s	P00808	P00808	Beta-lactamase (EC 3.5.2.6) (Penicillinase) [Cleaved into: Large exopenicillinase; Small exopenicillinase]	None	Unclassified	CHEMBL5633	P00808	Beta-lactamase	SINGLE PROTEIN
3b3x	P00808	P00808	Beta-lactamase (EC 3.5.2.6) (Penicillinase) [Cleaved into: Large exopenicillinase; Small exopenicillinase]	None	Unclassified	CHEMBL5633	P00808	Beta-lactamase	SINGLE PROTEIN
4yl1	O14684	O14684	Prostaglandin E synthase (EC 5.3.99.3) (Glutathione peroxidase PTGES) (EC 1.11.1.-) (Glutathione transferase PTGES) (EC 2.5.1.18) (Microsomal glutathione S-transferase 1-like 1) (MGST1-L1) (Microsomal prostaglandin E synthase 1) (MPGES-1) (p53-induced gene 12 protein)	Prostaglandin E synthase	Enzyme	CHEMBL5658	O14684	Prostaglandin E synthase	SINGLE PROTEIN
4yl3	O14684	O14684	Prostaglandin E synthase (EC 5.3.99.3) (Glutathione peroxidase PTGES) (EC 1.11.1.-) (Glutathione transferase PTGES) (EC 2.5.1.18) (Microsomal glutathione S-transferase 1-like 1) (MGST1-L1) (Microsomal prostaglandin E synthase 1) (MPGES-1) (p53-induced gene 12 protein)	Prostaglandin E synthase	Enzyme	CHEMBL5658	O14684	Prostaglandin E synthase	SINGLE PROTEIN
4yk5	O14684	O14684	Prostaglandin E synthase (EC 5.3.99.3) (Glutathione peroxidase PTGES) (EC 1.11.1.-) (Glutathione transferase PTGES) (EC 2.5.1.18) (Microsomal glutathione S-transferase 1-like 1) (MGST1-L1) (Microsomal prostaglandin E synthase 1) (MPGES-1) (p53-induced gene 12 protein)	Prostaglandin E synthase	Enzyme	CHEMBL5658	O14684	Prostaglandin E synthase	SINGLE PROTEIN
5t37	O14684	O14684	Prostaglandin E synthase (EC 5.3.99.3) (Glutathione peroxidase PTGES) (EC 1.11.1.-) (Glutathione transferase PTGES) (EC 2.5.1.18) (Microsomal glutathione S-transferase 1-like 1) (MGST1-L1) (Microsomal prostaglandin E synthase 1) (MPGES-1) (p53-induced gene 12 protein)	Prostaglandin E synthase	Enzyme	CHEMBL5658	O14684	Prostaglandin E synthase	SINGLE PROTEIN
5bqi	O14684	O14684	Prostaglandin E synthase (EC 5.3.99.3) (Glutathione peroxidase PTGES) (EC 1.11.1.-) (Glutathione transferase PTGES) (EC 2.5.1.18) (Microsomal glutathione S-transferase 1-like 1) (MGST1-L1) (Microsomal prostaglandin E synthase 1) (MPGES-1) (p53-induced gene 12 protein)	Prostaglandin E synthase	Enzyme	CHEMBL5658	O14684	Prostaglandin E synthase	SINGLE PROTEIN
5bqh	O14684	O14684	Prostaglandin E synthase (EC 5.3.99.3) (Glutathione peroxidase PTGES) (EC 1.11.1.-) (Glutathione transferase PTGES) (EC 2.5.1.18) (Microsomal glutathione S-transferase 1-like 1) (MGST1-L1) (Microsomal prostaglandin E synthase 1) (MPGES-1) (p53-induced gene 12 protein)	Prostaglandin E synthase	Enzyme	CHEMBL5658	O14684	Prostaglandin E synthase	SINGLE PROTEIN
5k0i	O14684	O14684	Prostaglandin E synthase (EC 5.3.99.3) (Glutathione peroxidase PTGES) (EC 1.11.1.-) (Glutathione transferase PTGES) (EC 2.5.1.18) (Microsomal glutathione S-transferase 1-like 1) (MGST1-L1) (Microsomal prostaglandin E synthase 1) (MPGES-1) (p53-induced gene 12 protein)	Prostaglandin E synthase	Enzyme	CHEMBL5658	O14684	Prostaglandin E synthase	SINGLE PROTEIN
5tl9	O14684	O14684	Prostaglandin E synthase (EC 5.3.99.3) (Glutathione peroxidase PTGES) (EC 1.11.1.-) (Glutathione transferase PTGES) (EC 2.5.1.18) (Microsomal glutathione S-transferase 1-like 1) (MGST1-L1) (Microsomal prostaglandin E synthase 1) (MPGES-1) (p53-induced gene 12 protein)	Prostaglandin E synthase	Enzyme	CHEMBL5658	O14684	Prostaglandin E synthase	SINGLE PROTEIN
5t36	O14684	O14684	Prostaglandin E synthase (EC 5.3.99.3) (Glutathione peroxidase PTGES) (EC 1.11.1.-) (Glutathione transferase PTGES) (EC 2.5.1.18) (Microsomal glutathione S-transferase 1-like 1) (MGST1-L1) (Microsomal prostaglandin E synthase 1) (MPGES-1) (p53-induced gene 12 protein)	Prostaglandin E synthase	Enzyme	CHEMBL5658	O14684	Prostaglandin E synthase	SINGLE PROTEIN
4yl0	O14684	O14684	Prostaglandin E synthase (EC 5.3.99.3) (Glutathione peroxidase PTGES) (EC 1.11.1.-) (Glutathione transferase PTGES) (EC 2.5.1.18) (Microsomal glutathione S-transferase 1-like 1) (MGST1-L1) (Microsomal prostaglandin E synthase 1) (MPGES-1) (p53-induced gene 12 protein)	Prostaglandin E synthase	Enzyme	CHEMBL5658	O14684	Prostaglandin E synthase	SINGLE PROTEIN
5jzn	O15075	O15075	Serine/threonine-protein kinase DCLK1 (EC 2.7.11.1) (Doublecortin domain-containing protein 3A) (Doublecortin-like and CAM kinase-like 1) (Doublecortin-like kinase 1)	Serine/threonine-protein kinase DCLK1	Kinase	CHEMBL5683	O15075	Serine/threonine-protein kinase DCLK1	SINGLE PROTEIN
1loq	O26232	O26232	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase)	None	Unclassified	CHEMBL5688	O26232	Orotidine 5'-phosphate decarboxylase	SINGLE PROTEIN
1lor	O26232	O26232	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase)	None	Unclassified	CHEMBL5688	O26232	Orotidine 5'-phosphate decarboxylase	SINGLE PROTEIN
3g1d	O26232	O26232	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase)	None	Unclassified	CHEMBL5688	O26232	Orotidine 5'-phosphate decarboxylase	SINGLE PROTEIN
2zz1	O26232	O26232	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase)	None	Unclassified	CHEMBL5688	O26232	Orotidine 5'-phosphate decarboxylase	SINGLE PROTEIN
1los	O26232	O26232	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase)	None	Unclassified	CHEMBL5688	O26232	Orotidine 5'-phosphate decarboxylase	SINGLE PROTEIN
3g1v	O26232	O26232	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase)	None	Unclassified	CHEMBL5688	O26232	Orotidine 5'-phosphate decarboxylase	SINGLE PROTEIN
5tpg	P17752	P17752	Tryptophan 5-hydroxylase 1 (EC 1.14.16.4) (Tryptophan 5-monooxygenase 1)	Tryptophan 5-hydroxylase 1	Enzyme	CHEMBL5689	P17752	Tryptophan 5-hydroxylase 1	SINGLE PROTEIN
5j6d	P17752	P17752	Tryptophan 5-hydroxylase 1 (EC 1.14.16.4) (Tryptophan 5-monooxygenase 1)	Tryptophan 5-hydroxylase 1	Enzyme	CHEMBL5689	P17752	Tryptophan 5-hydroxylase 1	SINGLE PROTEIN
5l01	P17752	P17752	Tryptophan 5-hydroxylase 1 (EC 1.14.16.4) (Tryptophan 5-monooxygenase 1)	Tryptophan 5-hydroxylase 1	Enzyme	CHEMBL5689	P17752	Tryptophan 5-hydroxylase 1	SINGLE PROTEIN
3hfb	P17752	P17752	Tryptophan 5-hydroxylase 1 (EC 1.14.16.4) (Tryptophan 5-monooxygenase 1)	Tryptophan 5-hydroxylase 1	Enzyme	CHEMBL5689	P17752	Tryptophan 5-hydroxylase 1	SINGLE PROTEIN
3hf6	P17752	P17752	Tryptophan 5-hydroxylase 1 (EC 1.14.16.4) (Tryptophan 5-monooxygenase 1)	Tryptophan 5-hydroxylase 1	Enzyme	CHEMBL5689	P17752	Tryptophan 5-hydroxylase 1	SINGLE PROTEIN
3hf8	P17752	P17752	Tryptophan 5-hydroxylase 1 (EC 1.14.16.4) (Tryptophan 5-monooxygenase 1)	Tryptophan 5-hydroxylase 1	Enzyme	CHEMBL5689	P17752	Tryptophan 5-hydroxylase 1	SINGLE PROTEIN
4jzr	Q9GZT9	Q9GZT9	Egl nine homolog 1 (EC 1.14.11.29) (Hypoxia-inducible factor prolyl hydroxylase 2) (HIF-PH2) (HIF-prolyl hydroxylase 2) (HPH-2) (Prolyl hydroxylase domain-containing protein 2) (PHD2) (SM-20)	Egl nine homolog 1	Other	CHEMBL5697	Q9GZT9	Egl nine homolog 1	SINGLE PROTEIN
5ox6	Q9GZT9	Q9GZT9	Egl nine homolog 1 (EC 1.14.11.29) (Hypoxia-inducible factor prolyl hydroxylase 2) (HIF-PH2) (HIF-prolyl hydroxylase 2) (HPH-2) (Prolyl hydroxylase domain-containing protein 2) (PHD2) (SM-20)	Egl nine homolog 1	Other	CHEMBL5697	Q9GZT9	Egl nine homolog 1	SINGLE PROTEIN
4bqx	Q9GZT9	Q9GZT9	Egl nine homolog 1 (EC 1.14.11.29) (Hypoxia-inducible factor prolyl hydroxylase 2) (HIF-PH2) (HIF-prolyl hydroxylase 2) (HPH-2) (Prolyl hydroxylase domain-containing protein 2) (PHD2) (SM-20)	Egl nine homolog 1	Other	CHEMBL5697	Q9GZT9	Egl nine homolog 1	SINGLE PROTEIN
4bqw	Q9GZT9	Q9GZT9	Egl nine homolog 1 (EC 1.14.11.29) (Hypoxia-inducible factor prolyl hydroxylase 2) (HIF-PH2) (HIF-prolyl hydroxylase 2) (HPH-2) (Prolyl hydroxylase domain-containing protein 2) (PHD2) (SM-20)	Egl nine homolog 1	Other	CHEMBL5697	Q9GZT9	Egl nine homolog 1	SINGLE PROTEIN
3hqr	Q16665,Q9GZT9	Q9GZT9	Egl nine homolog 1 (EC 1.14.11.29) (Hypoxia-inducible factor prolyl hydroxylase 2) (HIF-PH2) (HIF-prolyl hydroxylase 2) (HPH-2) (Prolyl hydroxylase domain-containing protein 2) (PHD2) (SM-20)	Egl nine homolog 1	Other	CHEMBL5697	Q9GZT9	Egl nine homolog 1	SINGLE PROTEIN
1lfo	P02692	P02692	Fatty acid-binding protein, liver (Fatty acid-binding protein 1) (Liver-type fatty acid-binding protein) (L-FABP) (Squalene- and sterol-carrier protein) (SCP) (Z-protein) (p14)	None	Unclassified	CHEMBL5738	P02692	Fatty acid-binding protein, liver	SINGLE PROTEIN
3p1d	Q92793	Q92793	CREB-binding protein (Histone lysine acetyltransferase CREBBP) (EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)	CREB-binding protein	Epigenetic	CHEMBL5747	Q92793	CREB-binding protein	SINGLE PROTEIN
2l84	Q92793	Q92793	CREB-binding protein (Histone lysine acetyltransferase CREBBP) (EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)	CREB-binding protein	Epigenetic	CHEMBL5747	Q92793	CREB-binding protein	SINGLE PROTEIN
4yk0	Q92793	Q92793	CREB-binding protein (Histone lysine acetyltransferase CREBBP) (EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)	CREB-binding protein	Epigenetic	CHEMBL5747	Q92793	CREB-binding protein	SINGLE PROTEIN
6axq	Q92793	Q92793	CREB-binding protein (Histone lysine acetyltransferase CREBBP) (EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)	CREB-binding protein	Epigenetic	CHEMBL5747	Q92793	CREB-binding protein	SINGLE PROTEIN
5w0e	Q92793	Q92793	CREB-binding protein (Histone lysine acetyltransferase CREBBP) (EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)	CREB-binding protein	Epigenetic	CHEMBL5747	Q92793	CREB-binding protein	SINGLE PROTEIN
5w0f	Q92793	Q92793	CREB-binding protein (Histone lysine acetyltransferase CREBBP) (EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)	CREB-binding protein	Epigenetic	CHEMBL5747	Q92793	CREB-binding protein	SINGLE PROTEIN
5w0l	Q92793	Q92793	CREB-binding protein (Histone lysine acetyltransferase CREBBP) (EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)	CREB-binding protein	Epigenetic	CHEMBL5747	Q92793	CREB-binding protein	SINGLE PROTEIN
5eng	Q92793	Q92793	CREB-binding protein (Histone lysine acetyltransferase CREBBP) (EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)	CREB-binding protein	Epigenetic	CHEMBL5747	Q92793	CREB-binding protein	SINGLE PROTEIN
4tqn	Q92793	Q92793	CREB-binding protein (Histone lysine acetyltransferase CREBBP) (EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)	CREB-binding protein	Epigenetic	CHEMBL5747	Q92793	CREB-binding protein	SINGLE PROTEIN
5i86	Q92793	Q92793	CREB-binding protein (Histone lysine acetyltransferase CREBBP) (EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)	CREB-binding protein	Epigenetic	CHEMBL5747	Q92793	CREB-binding protein	SINGLE PROTEIN
5i8b	Q92793	Q92793	CREB-binding protein (Histone lysine acetyltransferase CREBBP) (EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)	CREB-binding protein	Epigenetic	CHEMBL5747	Q92793	CREB-binding protein	SINGLE PROTEIN
5i89	Q92793	Q92793	CREB-binding protein (Histone lysine acetyltransferase CREBBP) (EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)	CREB-binding protein	Epigenetic	CHEMBL5747	Q92793	CREB-binding protein	SINGLE PROTEIN
5i8g	Q92793	Q92793	CREB-binding protein (Histone lysine acetyltransferase CREBBP) (EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)	CREB-binding protein	Epigenetic	CHEMBL5747	Q92793	CREB-binding protein	SINGLE PROTEIN
5i83	Q92793	Q92793	CREB-binding protein (Histone lysine acetyltransferase CREBBP) (EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)	CREB-binding protein	Epigenetic	CHEMBL5747	Q92793	CREB-binding protein	SINGLE PROTEIN
5dbm	Q92793	Q92793	CREB-binding protein (Histone lysine acetyltransferase CREBBP) (EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)	CREB-binding protein	Epigenetic	CHEMBL5747	Q92793	CREB-binding protein	SINGLE PROTEIN
5ktx	Q92793	Q92793	CREB-binding protein (Histone lysine acetyltransferase CREBBP) (EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)	CREB-binding protein	Epigenetic	CHEMBL5747	Q92793	CREB-binding protein	SINGLE PROTEIN
5ktu	Q92793	Q92793	CREB-binding protein (Histone lysine acetyltransferase CREBBP) (EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)	CREB-binding protein	Epigenetic	CHEMBL5747	Q92793	CREB-binding protein	SINGLE PROTEIN
5tb6	Q92793	Q92793	CREB-binding protein (Histone lysine acetyltransferase CREBBP) (EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)	CREB-binding protein	Epigenetic	CHEMBL5747	Q92793	CREB-binding protein	SINGLE PROTEIN
6ay5	Q92793	Q92793	CREB-binding protein (Histone lysine acetyltransferase CREBBP) (EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)	CREB-binding protein	Epigenetic	CHEMBL5747	Q92793	CREB-binding protein	SINGLE PROTEIN
5ktw	Q92793	Q92793	CREB-binding protein (Histone lysine acetyltransferase CREBBP) (EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)	CREB-binding protein	Epigenetic	CHEMBL5747	Q92793	CREB-binding protein	SINGLE PROTEIN
6ay3	Q92793	Q92793	CREB-binding protein (Histone lysine acetyltransferase CREBBP) (EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)	CREB-binding protein	Epigenetic	CHEMBL5747	Q92793	CREB-binding protein	SINGLE PROTEIN
5mqe	Q92793	Q92793	CREB-binding protein (Histone lysine acetyltransferase CREBBP) (EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)	CREB-binding protein	Epigenetic	CHEMBL5747	Q92793	CREB-binding protein	SINGLE PROTEIN
